ID;Heures_depuis_dernière_maintenance;Maintenance_complète_année_précédente;Warning_depuis_dernière_maintenance;Heures_usage;Site_fabrication;Type_fréquence;Sensitivité;Type;Usage_critique;Type_avion;Incident
107346;;Yes;No;3804;1;A1;Low;Wet;Yes;Fighter type A;No
107347;32;No;Yes;2208;2;A2;Low;Wet;No;Other;No
107348;93;No;Yes;2174;1;A1;Normal;Wet;No;Turboprop;No
107349;30;No;No;4071;1;A2;Low;Wet;Yes;Turboprop;No
107350;23;No;Yes;3641;1;A2;Low;Dry;No;Fighter type B;No
107351;53;No;;2157;2;A2;Low;Dry;No;Unknown;No
107352;20;No;Yes;3577;2;D;Low;Normal;No;Cargo;No
107353;40;No;No;2622;2;C;Low;Wet;No;Fighter type B;No
107354;89;Yes;No;1824;1;A2;Low;Wet;No;Fighter type A;No
107355;;No;Yes;1984;1;A2;Low;Dry;No;Turboprop;No
107356;42;No;No;2686;2;C;Low;Normal;No;Passengers SD;No
107357;24;Yes;No;3156;2;D;Low;Dry;No;Fighter type C;No
107358;25;Yes;Yes;2241;2;A1;Low;Dry;No;Tanker;No
107359;66;No;No;2481;2;A1;Normal;Normal;Yes;Fighter type B;No
107360;43;No;Yes;1555;;A2;Low;Dry;No;Fighter type B;No
107361;52;No;No;2107;1;C;Normal;Dry;No;Fighter type A;No
107362;21;No;No;2678;1;A1;Low;Normal;No;Fighter type A;No
107363;42;No;No;2658;1;D;Low;Normal;No;Fighter type A;No
107364;44;Yes;No;2778;1;C;Low;Wet;No;Helicopter;No
107365;67;Yes;Yes;2405;1;C;Low;Wet;Yes;Other;No
107366;39;No;No;2833;;D;Low;Normal;No;Tanker;No
107367;23;No;No;2274;1;A1;Low;Wet;No;Unknown;No
107368;49;Yes;Yes;3141;2;C;Low;Normal;Yes;Fighter type C;No
107369;58;No;No;3871;2;A1;Low;Normal;Yes;Fighter type C;No
107370;48;No;;2056;2;A1;Normal;Wet;No;Other;No
107371;32;Yes;Yes;4640;1;C;Normal;Dry;Yes;Passengers SD;No
107372;80;No;No;1642;2;B;Normal;Wet;Yes;Fighter type A;No
107373;58;Yes;No;1445;1;A2;Low;Normal;No;Cargo;No
107374;53;No;No;2254;1;D;Normal;Wet;Yes;;No
107375;50;No;No;1192;1;A2;Low;Dry;No;Fighter type B;No
107376;20;No;Yes;1679;2;A1;Normal;Normal;No;Passengers LD;No
107377;41;;No;2144;1;C;Low;Dry;No;Helicopter;No
107378;37;No;Yes;2249;1;C;Normal;Normal;No;Fighter type B;No
107379;64;Yes;Yes;2984;2;C;Low;Dry;No;Unknown;No
107380;57;No;Yes;1754;2;A1;Normal;Dry;No;Fighter type C;No
107381;44;Yes;No;2693;2;A1;Normal;Dry;No;Fighter type B;No
107382;51;No;Yes;2676;2;C;Normal;;No;Other;Yes
107383;27;No;Yes;2391;1;C;Low;Wet;No;Cargo;No
107384;49;No;Yes;4352;1;B;Low;Dry;No;Fighter type C;No
107385;43;;No;3769;1;A1;Low;Wet;No;Fighter type B;No
107386;49;No;No;2266;1;D;Low;Dry;Yes;Fighter type C;No
107387;36;No;No;4635;1;A2;Normal;Normal;No;Unknown;No
107388;59;Yes;No;3438;2;C;Low;Normal;No;Fighter type A;No
107389;26;No;Yes;2566;2;C;Low;Wet;No;Helicopter;No
107390;57;No;No;3019;1;A2;Normal;Wet;No;Fighter type A;Yes
107391;51;No;No;3346;1;A1;Normal;Dry;No;Fighter type C;No
107392;19;Yes;Yes;2283;1;B;Low;Normal;Yes;Cargo;No
107393;77;Yes;Yes;4024;2;C;Normal;Normal;No;Other;No
107394;53;No;Yes;2497;1;D;Normal;Wet;No;Passengers LD;No
107395;23;Yes;Yes;2653;2;A1;Low;Dry;No;Helicopter;No
107396;60;No;No;2941;1;C;Low;Wet;No;Cargo;No
107397;71;No;No;1283;2;D;Low;Dry;No;Passengers LD;No
107398;76;No;No;2310;1;A1;Low;Dry;No;Fighter type B;No
107399;62;No;No;2950;1;D;Low;Dry;Yes;Other;No
107400;41;Yes;No;1913;2;A1;Low;Dry;No;Passengers LD;No
107401;37;No;Yes;2563;1;C;Low;Normal;No;Turboprop;No
107402;47;No;No;2849;1;A1;Normal;Normal;No;Helicopter;No
107403;42;No;Yes;2326;2;A1;Low;Dry;No;Helicopter;No
107404;42;Yes;No;1397;2;D;Low;Wet;No;Fighter type C;No
107405;50;No;Yes;4150;1;A1;Normal;Wet;No;Passengers SD;No
107406;33;No;No;2176;2;C;;Normal;No;Fighter type C;No
107407;46;No;Yes;4140;2;B;Low;Wet;No;Other;No
107408;36;No;Yes;2805;1;A1;Low;Normal;Yes;Passengers SD;No
107409;37;No;Yes;1586;1;A1;Normal;Wet;Yes;Passengers SD;No
107410;22;Yes;No;2153;2;D;Low;Dry;Yes;Fighter type C;No
107411;39;Yes;No;2596;1;A2;Low;Wet;No;Fighter type C;No
107412;60;No;No;2213;1;D;Low;Dry;No;Other;Yes
107413;45;No;Yes;2967;1;C;Low;Wet;No;Turboprop;No
107414;79;No;No;3344;1;A2;Low;Wet;Yes;Helicopter;No
107415;48;No;Yes;2821;2;A1;Low;Wet;Yes;Fighter type C;No
107416;56;No;No;3545;1;A1;Low;Normal;No;Fighter type C;No
107417;27;No;No;2604;2;A2;Low;Wet;No;Unknown;No
107418;50;Yes;No;2504;2;A1;Normal;Wet;No;Fighter type C;No
107419;;;No;3055;2;A1;Low;Normal;No;Cargo;No
107420;;No;No;4070;1;C;Low;Wet;No;Fighter type C;No
107421;44;Yes;Yes;1280;1;A1;Low;Wet;No;Passengers SD;No
107422;48;No;Yes;2592;2;A1;;Wet;Yes;;No
107423;29;No;No;1944;1;A2;Low;Dry;No;Fighter type C;Yes
107424;56;Yes;Yes;2598;1;C;;Normal;No;Helicopter;No
107425;30;No;;1717;2;C;Normal;Dry;Yes;Fighter type C;No
107426;48;Yes;Yes;1694;1;A1;Low;Wet;Yes;Passengers SD;No
107427;19;No;Yes;2733;1;A1;Low;Normal;No;Unknown;No
107428;70;No;No;2287;1;B;Normal;Wet;No;Tanker;No
107429;76;No;No;2438;2;D;Normal;Normal;No;Cargo;Yes
107430;79;Yes;Yes;2840;1;D;Normal;Normal;No;Other;No
107431;22;No;Yes;1305;2;;Normal;Normal;No;Fighter type A;No
107432;30;Yes;No;1914;2;C;Low;Normal;No;Unknown;No
107433;43;No;Yes;2146;2;D;Normal;Wet;No;Fighter type C;No
107434;26;No;Yes;1853;2;A1;Normal;Normal;No;Fighter type B;No
107435;33;Yes;No;2498;1;A1;Low;Normal;No;Tanker;No
107436;39;No;Yes;4266;2;D;;Dry;No;Helicopter;No
107437;27;No;No;2037;1;A2;Normal;Dry;Yes;Fighter type C;Yes
107438;21;;;1189;1;A1;Low;Normal;Yes;Tanker;No
107439;58;Yes;No;1804;1;A1;Low;Wet;No;Cargo;No
107440;51;Yes;Yes;2008;2;A1;Normal;Dry;Yes;Turboprop;No
107441;37;No;No;3216;1;C;Low;Dry;No;Passengers SD;No
107442;61;No;Yes;2760;;A1;Low;Dry;Yes;Turboprop;No
107443;54;No;No;2001;1;C;Low;Normal;No;Cargo;No
107444;55;No;No;3863;1;D;Low;Wet;Yes;Helicopter;No
107445;47;Yes;No;2094;1;A1;Low;Dry;No;Cargo;No
107446;50;No;No;2618;2;C;Low;Dry;No;Unknown;No
107447;55;Yes;Yes;2947;2;D;Normal;Wet;No;Tanker;No
107448;40;No;No;3707;1;;Low;Normal;No;Fighter type B;No
107449;50;No;No;2375;1;D;Normal;Dry;No;Turboprop;No
107450;39;Yes;Yes;1790;2;B;Low;Wet;No;Fighter type C;No
107451;51;No;Yes;2296;1;A2;Normal;Normal;Yes;Passengers SD;No
107452;33;No;No;2983;1;A2;Low;Normal;No;Unknown;No
107453;29;No;Yes;2810;1;D;Normal;Dry;No;Fighter type C;No
107454;28;No;No;1975;2;C;Low;Normal;Yes;Passengers LD;No
107455;65;Yes;Yes;2026;1;C;Low;Normal;Yes;Passengers SD;No
107456;39;No;No;1980;1;A2;Low;Normal;Yes;Passengers SD;No
107457;57;No;No;2544;2;A1;Low;Wet;No;Fighter type C;No
107458;39;No;No;2358;1;B;Low;Wet;Yes;Passengers LD;No
107459;47;Yes;No;3319;1;C;;Dry;No;Turboprop;No
107460;52;No;Yes;2376;2;A1;Low;Normal;Yes;Tanker;No
107461;24;No;No;2360;1;A1;Low;Dry;No;Passengers SD;No
107462;;No;Yes;2318;2;B;Low;Wet;Yes;Turboprop;No
107463;54;No;No;2785;1;A1;Low;Normal;No;Turboprop;No
107464;;Yes;Yes;1946;1;;Normal;Dry;No;Fighter type A;No
107465;48;No;Yes;4219;1;C;Low;Dry;No;Turboprop;No
107466;54;No;Yes;3046;2;C;Low;Normal;No;Helicopter;No
107467;55;No;No;4127;1;D;Normal;;No;Passengers LD;No
107468;42;No;No;1297;2;C;;Dry;Yes;Passengers LD;No
107469;51;No;No;2532;2;D;Low;Dry;No;Passengers SD;No
107470;43;Yes;Yes;2049;2;D;Low;Dry;No;Cargo;No
107471;73;Yes;No;3536;1;C;Low;Normal;No;Unknown;No
107472;50;No;Yes;2965;2;A2;Low;Wet;Yes;Fighter type A;No
107473;62;No;Yes;2416;;C;Normal;Normal;No;Fighter type B;No
107474;60;No;No;1613;1;C;Normal;Normal;Yes;Tanker;No
107475;34;No;No;3151;2;C;Low;Wet;No;Unknown;No
107476;24;Yes;No;2834;2;C;Normal;Dry;Yes;Fighter type A;No
107477;52;No;No;2125;1;A2;Low;Wet;Yes;Passengers SD;No
107478;66;Yes;No;2235;1;D;Low;Wet;Yes;Fighter type C;No
107479;55;No;No;2228;2;A2;Low;Normal;No;Fighter type A;Yes
107480;58;Yes;Yes;2634;2;C;Normal;Wet;No;Cargo;No
107481;29;Yes;No;2643;1;A2;Low;Dry;No;Cargo;No
107482;;No;No;3037;2;;Normal;Normal;Yes;Turboprop;No
107483;64;No;No;4030;1;A1;Low;Wet;No;Helicopter;No
107484;41;No;No;3978;;D;Low;Normal;Yes;Fighter type C;No
107485;81;No;No;3158;1;A1;Normal;Dry;No;Fighter type A;No
107486;64;No;No;2321;1;A1;Low;Wet;No;Passengers SD;No
107487;44;No;No;3287;2;A2;Normal;Dry;Yes;Fighter type A;No
107488;;No;No;1338;1;B;Low;Dry;No;Passengers SD;No
107489;29;No;No;4853;1;A1;Low;Dry;No;Passengers SD;No
107490;65;Yes;No;2046;1;A1;Normal;Normal;No;Other;No
107491;40;No;Yes;3106;1;A1;Normal;Wet;No;Passengers SD;No
107492;61;Yes;Yes;3894;1;D;Low;Dry;Yes;Fighter type C;No
107493;49;No;No;2107;1;;Low;;No;Cargo;No
107494;70;No;No;2016;2;A2;Low;Dry;No;Helicopter;Yes
107495;47;No;No;3282;2;C;Low;Dry;No;Cargo;No
107496;63;Yes;No;3829;2;A2;Low;Normal;No;Fighter type B;No
107497;53;No;Yes;2265;1;C;Normal;Wet;No;Turboprop;No
107498;48;No;No;4804;2;A1;;Normal;No;Fighter type A;No
107499;38;No;No;2504;1;C;Low;Wet;No;Fighter type B;No
107500;59;No;Yes;1231;1;D;Low;Wet;No;Fighter type A;No
107501;45;Yes;No;3501;2;C;Normal;Wet;No;Tanker;No
107502;23;No;No;2451;2;A2;;Normal;No;Passengers SD;No
107503;57;Yes;No;3706;2;C;Normal;Normal;No;Passengers LD;No
107504;56;No;No;1797;2;D;Low;Wet;Yes;Cargo;No
107505;73;No;No;1858;1;A2;Low;Dry;No;Passengers SD;No
107506;24;Yes;Yes;3114;1;B;Low;Wet;No;Fighter type C;No
107507;50;Yes;No;1458;2;A2;Normal;Dry;No;Other;No
107508;52;No;No;3049;2;A1;Normal;Normal;No;Passengers LD;No
107509;31;No;No;2040;1;A1;Normal;Normal;Yes;Unknown;No
107510;55;Yes;No;2149;2;A2;;Dry;No;Helicopter;Yes
107511;42;No;Yes;2633;2;A2;Low;Dry;Yes;Passengers LD;No
107512;66;No;No;1598;2;A1;Low;Wet;Yes;Helicopter;No
107513;43;No;No;2373;1;A1;Low;Dry;No;Passengers SD;No
107514;32;No;No;4086;2;D;Low;;No;Fighter type A;No
107515;42;No;No;3047;2;A1;Low;Wet;No;Unknown;No
107516;63;No;No;2661;2;D;Low;Normal;No;Cargo;No
107517;66;No;No;2096;1;D;Low;Normal;No;Tanker;No
107518;53;Yes;No;2719;1;D;Low;Wet;No;Fighter type C;No
107519;27;No;No;1828;2;A1;Low;Normal;No;Cargo;No
107520;54;No;No;4068;2;C;Low;Normal;Yes;Passengers SD;No
107521;47;No;Yes;1130;2;D;Low;Dry;No;;No
107522;51;No;No;2670;2;D;Low;Dry;Yes;Helicopter;No
107523;42;No;No;2354;2;D;Low;Wet;No;Tanker;No
107524;28;No;No;2433;2;A1;Normal;Dry;;Helicopter;No
107525;50;No;No;3280;1;C;Normal;Wet;No;Fighter type B;No
107526;59;No;No;2268;1;D;Normal;Normal;No;Fighter type C;No
107527;32;No;Yes;2191;2;C;Low;Normal;Yes;Passengers SD;No
107528;80;Yes;No;1949;1;D;Low;Wet;No;Fighter type C;No
107529;36;No;No;2135;1;A2;Low;Wet;No;Passengers SD;No
107530;24;No;Yes;3223;2;A1;Normal;Normal;Yes;Fighter type A;No
107531;50;No;Yes;3240;2;D;Low;Dry;No;Tanker;No
107532;70;Yes;No;2133;;C;Normal;Dry;Yes;Passengers SD;No
107533;31;No;No;2142;1;C;Low;Normal;No;Passengers LD;No
107534;60;Yes;Yes;5266;1;A1;Low;Normal;Yes;Other;No
107535;44;Yes;Yes;3190;2;A1;Low;Dry;No;Fighter type C;No
107536;52;No;No;2039;1;A1;Low;Normal;No;Passengers SD;No
107537;74;No;No;3645;1;A2;Low;Normal;No;Fighter type C;Yes
107538;42;No;No;3223;2;A2;Normal;Dry;Yes;Turboprop;No
107539;65;No;No;2993;2;A1;Low;Dry;No;Fighter type A;No
107540;30;Yes;No;3237;1;A2;Normal;Dry;No;Helicopter;No
107541;44;No;No;2547;1;A2;Normal;Normal;Yes;Other;No
107542;43;No;No;1877;1;A1;Low;Dry;No;Cargo;No
107543;23;No;No;1606;2;A1;Normal;Normal;No;Passengers SD;No
107544;63;No;No;2885;1;C;Normal;Dry;Yes;Tanker;No
107545;60;No;Yes;1959;1;A1;Normal;Dry;No;Other;No
107546;34;No;No;2189;2;D;Low;Wet;No;Fighter type C;No
107547;55;No;No;4890;2;D;Low;Wet;No;Tanker;Yes
107548;67;No;Yes;2053;1;D;Normal;Dry;Yes;Cargo;No
107549;69;No;No;3594;1;C;Low;Normal;No;Fighter type C;Yes
107550;34;No;Yes;2187;2;A1;Low;Normal;Yes;Other;No
107551;40;No;No;1557;2;A1;Low;Normal;No;Cargo;No
107552;75;No;Yes;4582;1;A1;Low;Wet;No;Passengers LD;No
107553;22;No;No;5420;1;C;Normal;Normal;No;Tanker;No
107554;59;No;Yes;3623;1;C;;Dry;Yes;Fighter type A;No
107555;37;No;No;2896;1;D;Low;Wet;Yes;Unknown;No
107556;34;No;No;5402;1;C;Low;Normal;Yes;Fighter type C;No
107557;56;No;No;1186;2;D;Low;Normal;;Tanker;No
107558;65;No;No;2892;2;A1;Low;Normal;No;Unknown;Yes
107559;28;No;Yes;1562;2;A2;Normal;Normal;Yes;Tanker;No
107560;52;Yes;No;4097;1;A2;Low;Dry;Yes;Fighter type A;No
107561;62;Yes;;1683;2;A1;Normal;Wet;No;Tanker;No
107562;69;No;Yes;2506;1;C;Low;Dry;No;Unknown;No
107563;58;No;No;1977;1;D;Low;Dry;No;Other;No
107564;29;Yes;No;2365;2;A1;Normal;Normal;No;;Yes
107565;54;No;No;3515;1;A1;Low;Wet;No;Fighter type B;No
107566;44;No;No;2215;1;C;Low;Dry;No;Fighter type A;No
107567;48;;Yes;2466;2;D;Low;Wet;No;Turboprop;No
107568;69;No;;5311;2;C;Low;Normal;Yes;Fighter type A;No
107569;26;No;No;1881;2;D;Normal;Normal;No;Fighter type C;No
107570;39;Yes;Yes;3234;1;A1;Low;Normal;No;Cargo;No
107571;49;No;No;2061;1;A2;Low;Dry;No;Fighter type B;No
107572;53;No;No;2355;1;;Low;Wet;No;Other;No
107573;71;Yes;Yes;2349;1;D;Low;Normal;No;Cargo;Yes
107574;26;Yes;No;2609;1;C;Normal;Dry;No;Passengers SD;No
107575;77;No;No;3218;1;C;Low;Wet;Yes;Helicopter;No
107576;51;No;No;3359;1;A1;Normal;Dry;Yes;Fighter type B;No
107577;43;No;Yes;4086;2;C;Normal;Dry;No;Passengers LD;No
107578;;Yes;No;1740;1;C;Low;Dry;;Helicopter;No
107579;45;No;Yes;2169;1;A1;Low;Wet;No;Tanker;No
107580;64;No;No;2462;2;D;Low;Dry;Yes;Fighter type B;No
107581;39;No;No;2420;2;A1;Low;Wet;Yes;Passengers SD;No
107582;50;No;No;3427;1;D;Low;Wet;No;Passengers SD;No
107583;85;No;Yes;2180;1;B;Normal;Normal;Yes;Fighter type A;Yes
107584;76;Yes;No;1989;1;A2;Low;Wet;No;Passengers SD;No
107585;33;No;Yes;1066;2;C;Low;Dry;No;Other;No
107586;72;No;No;2105;1;A1;Normal;Dry;No;Passengers LD;No
107587;26;No;Yes;1962;1;C;Normal;Wet;No;Passengers LD;No
107588;65;Yes;Yes;2152;1;A2;Low;Normal;Yes;Fighter type C;No
107589;38;No;No;2560;1;C;Normal;Normal;No;Turboprop;No
107590;44;No;No;2163;1;B;Normal;Dry;No;Turboprop;No
107591;44;Yes;No;2166;2;D;Low;Dry;No;Other;No
107592;48;No;No;2207;2;C;Low;Normal;No;Other;No
107593;64;No;Yes;2623;1;A1;Low;Normal;No;Tanker;No
107594;51;No;No;3243;2;C;Low;Normal;No;Fighter type C;No
107595;37;No;No;2000;1;A1;Low;Dry;No;Turboprop;No
107596;;Yes;No;2278;2;C;Low;Normal;No;Turboprop;No
107597;62;Yes;Yes;2285;2;A1;Low;Normal;No;Fighter type C;No
107598;25;No;No;2466;2;C;Low;Wet;No;Fighter type C;No
107599;60;No;No;3392;2;A1;Low;Wet;No;Fighter type B;No
107600;31;No;No;2901;1;C;Normal;Wet;No;Cargo;No
107601;67;No;No;1655;2;A2;Low;Normal;No;Unknown;No
107602;60;No;No;3351;2;C;Low;Wet;No;Fighter type B;Yes
107603;52;No;Yes;875;2;D;Low;Normal;No;Fighter type A;No
107604;32;No;No;2285;2;D;Low;Normal;No;Fighter type C;Yes
107605;51;Yes;Yes;3780;2;C;Low;Wet;No;Helicopter;No
107606;58;;Yes;2051;1;A1;Low;Normal;No;Other;No
107607;57;Yes;No;2435;2;A1;Low;Dry;No;Fighter type C;No
107608;51;Yes;No;1352;1;C;Low;Dry;No;Passengers SD;No
107609;67;No;No;2745;2;A2;Low;Wet;No;Fighter type C;No
107610;75;Yes;No;3952;2;D;Normal;Dry;Yes;Tanker;No
107611;51;No;No;3423;1;B;Low;Normal;No;Unknown;No
107612;39;No;No;4662;1;C;Low;Wet;No;Passengers LD;No
107613;53;;Yes;1852;1;A1;Low;Dry;No;Unknown;No
107614;48;Yes;Yes;3301;;B;Low;Wet;Yes;Helicopter;No
107615;66;No;No;2925;1;C;Low;Wet;No;Fighter type A;No
107616;38;No;Yes;2531;2;A1;Low;Dry;No;Passengers LD;No
107617;53;No;No;1976;1;;Low;Normal;No;;No
107618;59;No;;2268;2;B;Low;Wet;No;Fighter type A;Yes
107619;23;Yes;No;4284;2;A1;Low;Wet;No;Fighter type A;No
107620;37;No;Yes;3705;2;D;Normal;Dry;No;Helicopter;No
107621;77;No;No;1980;1;D;Normal;Dry;No;Fighter type B;No
107622;56;No;;3736;1;A2;Low;Dry;No;Other;No
107623;56;No;Yes;1722;1;A2;;Wet;Yes;Fighter type B;No
107624;59;No;No;2057;2;B;Low;Wet;No;Other;No
107625;39;No;Yes;1626;2;C;Low;Dry;Yes;Cargo;No
107626;33;No;Yes;2335;2;C;Low;Normal;;Cargo;Yes
107627;45;No;;2889;1;D;Low;Wet;No;Unknown;No
107628;51;No;No;2643;2;A2;Low;Normal;Yes;Other;Yes
107629;67;No;Yes;2773;2;C;Normal;Normal;Yes;Fighter type C;No
107630;45;No;No;2728;2;A2;Low;Dry;No;Cargo;No
107631;58;Yes;No;2352;1;A1;Low;Normal;No;Fighter type C;No
107632;44;Yes;No;2425;2;D;Normal;Normal;No;Passengers SD;No
107633;59;No;No;1334;1;A1;Low;Dry;No;Other;No
107634;46;Yes;No;3697;1;D;Low;Normal;No;Fighter type A;No
107635;50;No;No;2748;1;D;Low;Normal;No;Fighter type C;No
107636;24;No;No;2247;1;B;Low;;No;Turboprop;No
107637;66;Yes;No;3841;;C;Low;Normal;No;Passengers SD;No
107638;42;No;No;2255;1;A1;Low;Wet;;Helicopter;No
107639;60;No;No;3317;2;A1;Low;Dry;Yes;Cargo;No
107640;75;;Yes;2191;2;C;Normal;Wet;No;Helicopter;No
107641;53;Yes;No;2055;1;C;Low;Normal;No;Passengers LD;No
107642;;No;Yes;2626;2;D;Low;;No;Fighter type A;Yes
107643;26;Yes;No;2894;2;A2;Normal;Dry;Yes;Tanker;No
107644;55;No;No;3176;1;A2;Normal;Normal;No;Fighter type B;No
107645;41;Yes;No;3341;1;C;Low;Normal;Yes;Fighter type A;No
107646;41;No;Yes;2546;2;B;Low;Wet;No;Unknown;No
107647;42;Yes;No;2096;1;A2;Normal;Dry;Yes;Fighter type B;No
107648;62;Yes;Yes;2968;1;D;Normal;Normal;Yes;Passengers SD;No
107649;58;Yes;No;2511;1;D;Normal;Dry;No;Fighter type A;No
107650;37;No;No;4283;;A2;Low;Wet;No;;No
107651;59;No;Yes;2735;2;A1;Normal;Normal;Yes;Fighter type C;No
107652;43;No;No;2247;2;D;Low;Dry;No;Passengers LD;No
107653;32;No;No;2146;2;A1;Low;Dry;Yes;Tanker;No
107654;40;No;No;3024;2;A1;Normal;Wet;Yes;Turboprop;No
107655;47;Yes;No;2351;1;C;Normal;Wet;No;Fighter type C;No
107656;56;No;No;3854;1;A1;Low;Dry;No;Fighter type C;No
107657;37;No;No;1843;2;C;Low;Dry;Yes;Fighter type C;No
107658;62;Yes;Yes;2262;2;A1;Normal;Dry;No;Fighter type C;No
107659;73;No;No;2496;;A1;Normal;Wet;No;Passengers LD;No
107660;48;Yes;No;3007;2;C;Normal;Dry;No;Turboprop;No
107661;72;No;No;2074;2;C;Low;Wet;No;Helicopter;No
107662;71;No;Yes;2406;1;C;Normal;Normal;No;Passengers LD;No
107663;38;No;;4434;1;A1;Low;Normal;Yes;Fighter type A;No
107664;67;;Yes;1593;2;D;Low;Dry;No;Tanker;No
107665;33;No;No;2560;2;C;Low;Wet;No;Turboprop;No
107666;36;Yes;No;3416;1;C;Normal;Dry;No;Other;No
107667;43;No;No;2953;2;A1;Normal;Dry;No;Passengers LD;No
107668;39;Yes;No;3165;2;D;Low;Normal;Yes;Fighter type C;No
107669;59;No;No;1771;1;A1;Low;;No;Helicopter;No
107670;44;No;No;3102;2;D;Low;Wet;No;Fighter type C;No
107671;54;Yes;No;2688;2;B;Low;;No;Helicopter;No
107672;30;Yes;No;2032;1;A1;Normal;Normal;No;Tanker;No
107673;24;No;No;1784;1;A2;Low;Normal;No;Turboprop;No
107674;63;No;No;1678;1;A1;Low;Wet;Yes;Helicopter;No
107675;36;No;Yes;3747;2;A1;Low;Dry;No;Other;No
107676;74;No;Yes;2999;1;C;Low;Wet;Yes;Unknown;No
107677;32;No;No;2200;1;C;Low;Dry;Yes;Unknown;No
107678;63;No;No;3441;2;C;Normal;Normal;No;Tanker;No
107679;32;No;Yes;1636;2;C;Low;Wet;Yes;Fighter type C;No
107680;63;No;No;3253;1;C;Normal;Dry;No;Tanker;No
107681;49;Yes;No;2637;1;C;Normal;Wet;No;Fighter type C;No
107682;46;No;No;1756;2;D;Low;Dry;No;Other;No
107683;;No;Yes;2325;1;D;Low;Wet;Yes;Unknown;No
107684;29;Yes;No;1549;1;C;Normal;Normal;Yes;Passengers SD;No
107685;23;No;No;3230;2;A2;Low;Dry;Yes;Fighter type A;Yes
107686;58;No;No;2186;1;A2;Low;Normal;No;Cargo;Yes
107687;51;No;No;2661;2;C;Low;Normal;Yes;Other;No
107688;55;No;No;2918;2;C;Low;Wet;Yes;Passengers LD;No
107689;43;No;No;3621;1;A1;Normal;Dry;No;Fighter type C;No
107690;23;No;No;1644;2;C;Low;Normal;No;Passengers LD;Yes
107691;77;No;Yes;2844;1;A2;Low;;No;Unknown;No
107692;87;No;No;3303;1;C;;Dry;No;Passengers LD;No
107693;50;No;No;2402;1;A1;Low;Dry;No;Helicopter;No
107694;69;No;No;1589;1;A2;Low;Dry;Yes;Tanker;No
107695;56;No;Yes;1733;1;A1;Low;Dry;No;Fighter type A;No
107696;37;No;No;1710;1;C;Low;Normal;No;Fighter type A;No
107697;72;No;No;2778;2;A1;Low;Dry;No;Passengers LD;No
107698;73;Yes;No;1805;1;D;Low;Dry;No;Other;No
107699;33;No;No;2105;2;A1;Low;Normal;No;Unknown;No
107700;66;Yes;No;2174;2;A1;Low;Dry;Yes;Tanker;No
107701;25;No;Yes;2280;2;;Low;Normal;Yes;Other;No
107702;26;Yes;No;1805;1;A1;Low;Normal;No;Fighter type C;No
107703;56;No;No;2203;1;A1;Normal;Dry;No;Cargo;No
107704;77;Yes;No;1926;2;D;Low;Dry;No;Tanker;No
107705;30;No;No;2049;2;A1;Low;Normal;No;Cargo;No
107706;30;Yes;No;3312;1;A1;Normal;Normal;No;Tanker;Yes
107707;62;Yes;Yes;2549;2;C;Normal;Normal;Yes;Fighter type B;No
107708;54;No;No;2607;2;A1;Normal;Normal;No;Fighter type C;No
107709;43;Yes;No;3356;2;A1;Low;Dry;Yes;Helicopter;No
107710;43;No;No;2741;2;C;Low;Wet;Yes;Fighter type B;No
107711;63;No;No;2641;2;A1;Low;Wet;No;Other;No
107712;65;No;No;1682;2;C;Normal;Wet;No;Tanker;No
107713;49;Yes;No;3374;1;A2;Normal;Dry;Yes;Unknown;No
107714;44;Yes;Yes;2343;1;C;Low;Normal;No;Fighter type B;No
107715;21;No;No;2278;1;A1;Low;Wet;No;Tanker;No
107716;58;No;No;2089;1;A1;Low;Wet;No;Fighter type C;No
107717;76;No;No;3249;2;B;Normal;Normal;No;Turboprop;No
107718;73;No;No;2445;2;A1;Normal;Normal;No;Tanker;No
107719;65;No;No;1381;1;A1;Normal;Wet;No;Fighter type C;No
107720;34;No;Yes;5316;2;D;Low;Dry;No;Unknown;No
107721;30;Yes;No;3483;1;C;Normal;Wet;No;Fighter type C;No
107722;37;No;Yes;2695;1;A1;Low;Wet;No;Helicopter;No
107723;70;No;Yes;2943;1;C;Low;Dry;No;Passengers LD;No
107724;60;No;Yes;1538;1;C;;Wet;No;Turboprop;No
107725;38;No;Yes;1533;2;A2;Low;;Yes;Fighter type B;No
107726;48;No;No;3189;1;D;Low;Normal;No;Cargo;No
107727;20;No;No;1088;2;C;Low;Wet;No;Unknown;No
107728;64;No;No;1761;1;D;Low;Normal;No;Fighter type B;Yes
107729;48;No;No;2240;1;A1;Low;Wet;Yes;Fighter type C;No
107730;50;Yes;No;4961;2;D;Low;Normal;Yes;Fighter type C;No
107731;70;Yes;Yes;2878;1;C;Normal;Wet;Yes;Cargo;No
107732;46;No;No;3387;2;A1;Low;Wet;No;Fighter type C;No
107733;38;No;No;2004;2;D;Low;Dry;No;Helicopter;No
107734;38;Yes;No;3499;2;A2;Normal;Dry;Yes;Turboprop;No
107735;41;No;No;3714;1;C;Low;Wet;No;Fighter type A;No
107736;66;No;Yes;1657;1;A1;Low;Dry;No;Other;No
107737;46;No;Yes;2413;2;D;Low;Normal;No;Fighter type C;No
107738;33;No;No;3113;1;A2;Low;Normal;No;Cargo;No
107739;38;No;No;2281;2;D;Normal;Wet;No;Fighter type B;No
