Code Client;Marque;Usage;CSP;Puissance;Valeur;Zone_tarif;Statut Marital;Permis;Garage;Age;Ancienneté;Ancienneté Contrat;Prime;Type Assurance;Fraude
1834627;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;4;5;Marié;1985;Non;45,00;12,00;13,00;315,42;Tiers;Non
1835488;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;3;3;Célibataire;2001;Non;31,00;6,00;8,00;1085,89;Tous risques sérénité;Oui
1835646;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;5;Marié;1980;Oui;50,00;5,00;14,00;1502,08;Tous risques;Oui
1836240;Citroën;Privé;Cadres et professions intellectuelles supérieures (CPIS);7;6;3;Marié;1968;Oui;64,00;8,00;11,00;777,64;Tous risques;Non
1836670;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;10;5;Célibataire;2004;Oui;26,00;15,00;5,00;623,06;Tiers;Non
1837161;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;3;6;Marié;1969;Non;62,00;8,00;5,00;898,69;Tous risques sérénité;Non
1837213;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);11;13;3;Célibataire;2000;Oui;30,00;13,00;12,00;1295,66;Tous risques sérénité;Non
1838245;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;2;3;Marié;2002;Non;29,00;9,00;7,00;668,49;Tous risques sérénité;Non
1841348;Chrysler;Privé;Retraités  (R);8;12;2;Marié;1983;Non;48,00;11,00;15,00;1028,88;Tous risques;Non
1841979;Peugeot;Privé & trajet travail;Employés (E);6;6;5;Célibataire;1993;Non;37,00;8,00;15,00;822,46;Tiers;Non
1843290;Alfa Romeo;Privé;Professions intermédiaires (PI);7;10;5;Marié;1983;Non;56,00;16,00;11,00;1113,18;Tous risques;Non
1839025;Saab;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;11;5;Marié;1988;Oui;46,00;12,00;9,00;645,16;Tous risques;Non
1839595;Volkswagen;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);6;8;5;Marié;1977;Non;54,00;7,00;10,00;930,40;Tous risques sérénité;Non
1877822;Chrysler;Privé & Professionnel;Professions intermédiaires (PI);8;13;7;Marié;1989;Non;46,00;33,00;5,00;205,81;Tiers;Non
1879421;Peugeot;Privé;Professions intermédiaires (PI);7;12;3;Marié;1949;Non;83,00;15,00;34,00;549,43;Tous risques;Non
1881103;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);2;3;2;Inconnu;1970;Non;85,00;19,00;11,00;190,56;Tous risques;Non
1840282;Peugeot;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;4;5;Inconnu;1986;Non;;7,00;6,00;1536,99;Tous risques;Non
1840886;Peugeot;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);9;10;6;Marié;1986;Non;46,00;13,00;9,00;854,48;Tous risques;Non
1842760;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;4;3;Célibataire;2006;Oui;25,00;8,00;5,00;1500,86;Tous risques;Oui
1843719;Smart;Privé;Cadres et professions intellectuelles supérieures (CPIS);9;12;5;Marié;1967;Oui;62,00;6,00;6,00;1744,78;Tous risques;Oui
1843914;Alfa Romeo;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;12;7;Marié;1997;Oui;33,00;9,00;5,00;1727,25;Tous risques;Oui
1844235;Saab;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;9;2;Marié;1999;Non;31,00;7,00;13,00;1285,76;Tous risques;Oui
1844481;Ford;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);6;10;8;Inconnu;2002;Non;;6,00;4,00;1504,98;Tous risques;Oui
1844906;Fiat;Privé;Retraités  (R);6;12;3;Marié;1977;Oui;46,00;14,00;6,00;497,90;Tous risques;Non
1845608;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;6;7;Divorcé;1991;Non;44,00;17,00;5,00;206,11;Tous risques;Non
1846037;Volvo;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;9;2;Célibataire;1993;Oui;39,00;9,00;8,00;563,76;Tous risques;Non
1847679;Ford;Privé & Professionnel;Ouvriers (O);7;8;5;Marié;1974;Non;61,00;12,00;10,00;883,29;Tous risques sérénité;Non
1847684;Volkswagen;Privé & Professionnel;Agriculteurs exploitants (AE);9;13;3;Célibataire;1997;Oui;36,00;12,00;11,00;1393,84;Tous risques sérénité;Oui
1847789;Nissan;Privé;Cadres et professions intellectuelles supérieures (CPIS);10;11;6;Inconnu;1984;Oui;49,00;6,00;7,00;1530,28;Tiers;Non
1848108;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;3;Célibataire;1993;Non;40,00;8,00;6,00;3350,37;Tous risques;Oui
1861295;Peugeot;Privé & trajet travail;Employés (E);7;7;4;Marié;1969;Oui;61,00;7,00;18,00;1036,96;Tous risques;Non
1861934;Peugeot;Privé;Retraités  (R);5;4;2;Marié;1962;Oui;68,00;12,00;8,00;450,18;Tiers;Non
1865128;Renault;Privé & trajet travail;Employés (E);2;3;5;Marié;1986;Oui;44,00;18,00;4,00;168,15;Tous risques;Non
1851363;Peugeot;Privé;Retraités  (R);5;5;6;Célibataire;1974;Non;82,00;8,00;30,00;718,34;Tous risques;Non
1852739;Toyota;Privé & Professionnel;Ouvriers (O);11;17;3;Célibataire;1982;Oui;48,00;5,00;4,00;2414,18;Tiers;Non
1848148;Fiat;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;5;10;Marié;1999;Non;56,00;11,00;4,00;393,17;Tous risques sérénité;Non
1851681;Toyota;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);9;17;7;Inconnu;;Non;;8,00;5,00;2224,08;Tous risques;Non
1852829;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);8;10;5;Inconnu;;Non;;18,00;35,00;633,27;Tous risques;Oui
1852865;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;4;3;Marié;1989;Non;43,00;15,00;4,00;265,41;Tous risques sérénité;Non
1853308;Toyota;Privé;Employés (E);8;14;2;Marié;1978;Oui;54,00;17,00;6,00;1045,95;Tous risques;Non
1853411;Ford;Privé & trajet travail;Employés (E);7;8;5;Célibataire;2006;Oui;27,00;5,00;11,00;2498,03;Tous risques sérénité;Oui
1853833;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;7;2;Marié;1971;Oui;70,00;12,00;11,00;733,43;Tous risques sérénité;Non
1853993;Renault;Privé;Retraités  (R);3;4;3;Inconnu;1982;Oui;73,00;24,00;13,00;196,51;Tous risques;Non
1854709;Peugeot;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);5;4;2;Marié;1976;Oui;59,00;5,00;10,00;1144,89;Tiers;Non
1854807;Renault;Privé & trajet travail;Employés (E);7;7;2;Marié;1971;Non;74,00;8,00;12,00;865,30;Tous risques sérénité;Non
1855982;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;4;Marié;2002;Oui;29,00;18,00;4,00;497,90;Tous risques;Non
1856628;Renault;Privé;Retraités  (R);3;4;2;Marié;1969;Non;72,00;20,00;14,00;259,32;Tous risques;Non
1857785;Renault;Privé;Retraités  (R);6;7;1;Inconnu;1969;Oui;88,00;19,00;17,00;212,97;Tiers;Non
1858532;Peugeot;Privé & trajet travail;Professions intermédiaires (PI);5;6;4;Célibataire;2006;Oui;25,00;10,00;4,00;937,10;Tiers;Oui
1859305;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);2;3;3;Marié;1988;Non;62,00;20,00;9,00;206,87;Tous risques;Non
1859885;Saab;Privé & Professionnel;Ouvriers (O);6;8;6;Marié;1997;Non;34,00;4,00;4,00;1623,12;Tiers;Non
1860178;Renault;Privé & Professionnel;Professions intermédiaires (PI);8;8;2;Inconnu;1989;Non;46,00;8,00;13,00;1708,34;Tous risques;Oui
1861277;Peugeot;Privé;Retraités  (R);4;2;2;Marié;1982;Non;67,00;14,00;7,00;695,32;Tous risques;Non
1874705;Citroën;Privé & trajet travail;Employés (E);6;6;3;Marié;1981;Oui;50,00;12,00;24,00;417,10;Tiers;Non
1876632;Renault;Privé;Professions intermédiaires (PI);2;3;5;Marié;1985;Oui;61,00;10,00;14,00;338,13;Tous risques;Non
1860073;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;6;5;Célibataire;1997;Oui;36,00;16,00;4,00;261,91;Tous risques sérénité;Non
1860565;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;8;5;Célibataire;2002;Oui;29,00;13,00;5,00;1136,20;Tous risques sérénité;Oui
1861157;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;5;Marié;1983;Oui;50,00;6,00;4,00;979,03;Tous risques;Non
1861438;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;6;5;Inconnu;;Oui;;13,00;4,00;372,59;Tiers;Non
1861444;Renault;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);3;3;5;Marié;1993;Oui;36,00;7,00;14,00;554,15;Tous risques;Non
1861649;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;3;Marié;1998;Oui;31,00;18,00;7,00;460,09;Tous risques sérénité;Non
1862214;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);7;7;5;Célibataire;1984;Oui;50,00;9,00;4,00;548,05;Tous risques;Oui
1863617;Peugeot;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;5;3;Marié;2001;Oui;43,00;12,00;4,00;534,03;Tous risques;Oui
1863812;Alfa Romeo;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;12;1;Marié;1996;Non;35,00;8,00;5,00;910,43;Tous risques;Non
1864446;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;5;Marié;1989;Non;52,00;13,00;5,00;0,00;Tous risques sérénité;Non
1865448;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);6;9;3;Marié;2000;Non;41,00;19,00;5,00;405,06;Tous risques;Oui
1867494;Volkswagen;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;3;Marié;1986;Oui;47,00;8,00;8,00;560,86;Tous risques sérénité;Oui
1869056;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;2;Marié;1980;Oui;64,00;15,00;6,00;329,14;Tous risques sérénité;Non
1869170;Volkswagen;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;3;3;Célibataire;2007;Non;24,00;11,00;5,00;1295,36;Tous risques sérénité;Non
1869481;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);6;7;2;Marié;1994;Oui;36,00;10,00;5,00;702,33;Tiers;Non
1872436;Renault;Privé & trajet travail;Employés (E);4;3;5;Célibataire;2004;Non;31,00;8,00;8,00;1364,11;Tous risques;Non
1872992;Porsche;Privé & Professionnel;Agriculteurs exploitants (AE);6;6;4;Marié;1984;Non;48,00;17,00;5,00;354,14;Tiers;Non
1873972;Peugeot;Privé & Professionnel;Employés (E);6;5;2;Marié;1990;Oui;40,00;5,00;12,00;572,14;Tous risques sérénité;Non
1869767;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;7;Marié;1979;Oui;54,00;9,00;6,00;1236,97;Tous risques sérénité;Non
1870049;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;7;2;Inconnu;1992;Non;;15,00;9,00;334,63;Tous risques sérénité;Non
1871114;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;9;2;Marié;1982;Oui;49,00;12,00;13,00;878,87;Tous risques;Oui
1871331;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;5;Marié;1996;Non;37,00;6,00;8,00;944,12;Tiers;Non
1871469;Smart;Privé & Professionnel;Agriculteurs exploitants (AE);8;10;4;Marié;1954;Oui;84,00;6,00;16,00;861,18;Tous risques sérénité;Non
1871786;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);11;18;8;Marié;1993;Oui;37,00;8,00;5,00;1556,81;Tous risques;Non
1872403;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);2;2;5;Marié;2000;Non;30,00;14,00;12,00;404,29;Tiers;Oui
1873239;Smart;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;9;8;Inconnu;1970;Non;65,00;8,00;12,00;1128,58;Tous risques;Non
1874046;Volvo;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);7;9;5;Inconnu;1984;Oui;50,00;14,00;7,00;961,34;Tous risques sérénité;Non
1874641;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);4;3;6;Inconnu;;Non;;9,00;8,00;664,37;Tous risques;Non
1876114;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;5;Célibataire;2003;Non;27,00;5,00;8,00;2624,87;Tous risques;Oui
1876643;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;9;2;Marié;1974;Oui;57,00;7,00;12,00;1180,41;Tous risques;Non
1877148;Ford;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);8;8;5;Célibataire;1996;Oui;38,00;9,00;4,00;770,93;Tiers;Non
1881860;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;9;7;Inconnu;1968;Non;64,00;4,00;6,00;1236,36;Tous risques;Non
1882465;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);2;3;5;Marié;1972;Non;58,00;14,00;10,00;294,53;Tous risques sérénité;Non
1982687;Mazda;Privé;Retraités  (R);3;4;5;Inconnu;1970;Non;80,00;14,00;16,00;316,33;Tous risques;Non
1883632;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);6;7;7;Célibataire;2006;Non;34,00;16,00;4,00;611,47;Tous risques;Non
1883864;Renault;Privé & Professionnel;Professions intermédiaires (PI);6;11;3;Inconnu;;Non;;14,00;14,00;422,28;Tiers;Non
1884660;Citroën;Privé;Cadres et professions intellectuelles supérieures (CPIS);11;17;3;Marié;1994;Oui;34,00;5,00;4,00;3313,78;Tous risques;Oui
1885210;Toyota;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);7;11;5;Inconnu;;Non;;6,00;5,00;1732,89;Tous risques;Non
1885806;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;10;4;Marié;1997;Oui;33,00;18,00;6,00;614,67;Tous risques;Non
1886359;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);7;7;6;Marié;1974;Oui;56,00;6,00;6,00;865,30;Tiers;Non
1887338;Ford;Privé;Retraités  (R);8;10;2;Marié;1967;Non;67,00;9,00;13,00;729,01;Tous risques sérénité;Non
1887605;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;9;3;Inconnu;1995;Non;48,00;16,00;4,00;437,38;Tous risques sérénité;Oui
1887740;Citroën;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);11;15;2;Célibataire;1993;Oui;39,00;10,00;9,00;1484,24;Tiers;Non
1887995;Peugeot;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);9;9;3;Inconnu;1992;Oui;;9,00;9,00;995,95;Tous risques sérénité;Non
1888374;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;3;8;Marié;1997;Non;35,00;8,00;6,00;1657,73;Tous risques;Non
1888751;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);4;4;5;Marié;1981;Non;53,00;19,00;5,00;237,21;Tiers;Non
1888846;Renault;Privé & trajet travail;Employés (E);2;3;3;Marié;1988;Non;59,00;23,00;11,00;275,02;Tiers;Non
1889477;Citroën;Privé & trajet travail;Employés (E);10;13;;Célibataire;2004;Non;27,00;14,00;4,00;1756,97;Tous risques;Oui
1890674;Citroën;Privé & Professionnel;Agriculteurs exploitants (AE);7;11;2;Marié;1971;Oui;60,00;19,00;4,00;651,87;Tous risques;Non
1891499;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;7;5;Inconnu;1985;Non;46,00;11,00;13,00;1036,35;Tous risques sérénité;Non
1894396;Citroën;Privé & Professionnel;Professions intermédiaires (PI);4;2;4;Marié;1967;Non;72,00;10,00;7,00;565,43;Tous risques;Non
1899345;Toyota;Privé;Professions intermédiaires (PI);11;16;5;Marié;1968;Oui;68,00;7,00;8,00;2746,83;Tous risques sérénité;Non
1901204;Citroën;Privé & Professionnel;Ouvriers (O);2;2;2;Marié;1974;Non;66,00;17,00;8,00;229,28;Tous risques;Non
1892507;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;3;7;Marié;1990;Non;41,00;10,00;5,00;604,77;Tous risques;Non
1892763;Citroën;Privé;Cadres et professions intellectuelles supérieures (CPIS);5;3;4;Marié;1982;Non;57,00;17,00;5,00;224,40;Tous risques;Non
1893508;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;8;7;Marié;1998;Non;33,00;12,00;4,00;825,36;Tous risques;Oui
1893541;Citroën;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);10;10;5;Marié;1996;Oui;37,00;11,00;5,00;1625,72;Tiers;Non
1893680;Chrysler;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;4;5;Célibataire;1988;Non;43,00;11,00;5,00;258,40;Tous risques sérénité;Non
1894194;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);7;7;5;Marié;1997;Oui;33,00;8,00;5,00;1254,35;Tous risques;Oui
1895216;Citroën;Privé & Professionnel;Professions intermédiaires (PI);11;13;4;Célibataire;1999;Non;31,00;23,00;11,00;0,00;Tous risques;Non
1896577;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;8;3;Célibataire;1995;Oui;37,00;6,00;11,00;1136,51;Tous risques;Non
1897598;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;10;2;Célibataire;2002;Oui;30,00;14,00;5,00;735,11;Tiers;Oui
1898162;Volvo;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;6;2;Marié;1998;Oui;32,00;10,00;5,00;818,04;Tous risques;Non
1898674;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;6;3;Marié;1986;Non;56,00;15,00;5,00;348,04;Tous risques;Non
1899872;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;2;5;Célibataire;1996;Oui;42,00;7,00;16,00;811,94;Tous risques sérénité;Non
1901790;Peugeot;Privé;Retraités  (R);8;6;;Marié;1953;Oui;77,00;5,00;15,00;1033,45;Tous risques sérénité;Non
1902257;Peugeot;Privé & Professionnel;Agriculteurs exploitants (AE);8;7;3;Marié;1994;Oui;36,00;9,00;9,00;658,27;Tous risques;Non
1902375;BMW;Privé & trajet travail;Employés (E);4;4;3;Célibataire;2005;Oui;25,00;12,00;6,00;735,41;Tous risques sérénité;Non
1902572;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;3;Marié;1992;Oui;45,00;13,00;15,00;627,79;Tiers;Non
1923552;Citroën;Privé;Retraités  (R);3;4;3;Marié;1973;Oui;74,00;13,00;5,00;225,32;Tous risques;Non
1932496;Renault;Privé & Professionnel;Ouvriers (O);7;5;5;Divorcé;1981;Non;52,00;6,00;14,00;1833,81;Tous risques;Oui
1935187;Renault;Privé;Professions intermédiaires (PI);3;5;5;Inconnu;1983;Oui;70,00;15,00;17,00;331,42;Tiers;Non
1903640;Renault;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);8;8;5;Marié;1997;Non;36,00;8,00;6,00;843,96;Tous risques;Oui
1903851;Nissan;Privé;Professions intermédiaires (PI);6;8;6;Marié;1989;Non;57,00;12,00;12,00;667,12;Tous risques sérénité;Oui
1904891;Smart;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);6;6;5;Marié;1985;Oui;46,00;7,00;5,00;565,13;Tous risques sérénité;Non
1904940;Ford;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;7;7;Marié;1991;Oui;40,00;7,00;5,00;1388,20;Tous risques;Non
1906985;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;3;3;Marié;1998;Oui;33,00;14,00;5,00;275,63;Tous risques;Oui
1908126;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;2;Marié;1976;Non;59,00;16,00;16,00;429,60;Tous risques sérénité;Non
1908334;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;7;3;Marié;1992;Non;42,00;15,00;4,00;509,94;Tous risques sérénité;Oui
1908339;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);4;2;3;Inconnu;1984;Non;;10,00;12,00;772,15;Tiers;Non
1908738;Renault;Privé & Professionnel;Ouvriers (O);7;6;4;Célibataire;2005;Non;26,00;6,00;5,00;3048,37;Tiers;Oui
1909947;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;5;Célibataire;2003;Non;28,00;10,00;5,00;721,54;Tous risques;Oui
1911805;Chrysler;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);7;8;4;Marié;1966;Non;65,00;16,00;20,00;502,32;Tous risques;Non
1912802;Renault;Privé;Professions intermédiaires (PI);9;12;2;Marié;1965;Oui;74,00;10,00;8,00;853,87;Tous risques;Non
1913975;Peugeot;Privé;Retraités  (R);10;11;;Marié;1964;Oui;75,00;16,00;14,00;558,73;Tous risques;Non
1914055;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;8;5;Marié;1985;Oui;50,00;5,00;5,00;951,43;Tous risques;Non
1914199;Toyota;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);9;16;9;Inconnu;;Oui;;6,00;4,00;1949,37;Tiers;Non
1916857;Volkswagen;Privé;Retraités  (R);6;8;2;Marié;1950;Oui;88,00;21,00;38,00;223,19;Tous risques;Non
1917039;Renault;Privé;Retraités  (R);3;3;9;Inconnu;1972;Oui;62,00;12,00;7,00;428,99;Tous risques sérénité;Non
1917499;Audi;Privé & trajet travail;Employés (E);8;12;4;Marié;1987;Non;45,00;17,00;5,00;296,21;Tous risques;Non
1919609;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);2;3;3;Marié;1995;Oui;52,00;13,00;12,00;501,71;Tous risques;Non
1914507;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);1;2;3;Marié;1995;Non;37,00;19,00;5,00;217,70;Tiers;Oui
1914601;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;5;2;Célibataire;2000;Non;31,00;8,00;5,00;1591,72;Tous risques sérénité;Oui
1915917;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;2;Célibataire;1995;Non;36,00;13,00;17,00;723,22;Tous risques sérénité;Non
1916809;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;4;9;Marié;2004;Non;36,00;17,00;6,00;660,41;Tous risques sérénité;Oui
1918691;Toyota;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);9;17;8;Inconnu;;Non;;4,00;4,00;758,74;Tous risques sérénité;Oui
1918728;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;5;3;Célibataire;2003;Non;29,00;7,00;5,00;1413,81;Tous risques;Oui
1919570;Fiat;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;8;7;Marié;1977;Oui;57,00;6,00;11,00;1249,47;Tous risques sérénité;Non
1919916;Citroën;Privé & Professionnel;Agriculteurs exploitants (AE);2;3;3;Marié;1953;Non;82,00;19,00;15,00;246,21;Tous risques sérénité;Non
1920073;Fiat;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);8;9;2;Marié;1974;Non;62,00;11,00;11,00;991,53;Tous risques sérénité;Non
1921083;Honda;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);11;16;6;Marié;1979;Oui;51,00;4,00;7,00;1335,30;Tous risques sérénité;Non
1921085;Saab;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;11;3;Marié;1989;Oui;41,00;12,00;6,00;570,46;Tous risques sérénité;Non
1921266;Citroën;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);8;8;4;Marié;1993;Oui;37,00;4,00;5,00;2443,30;Tous risques;Non
1921684;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;3;Marié;1992;Oui;38,00;9,00;5,00;1299,48;Tous risques;Non
1935801;Ford;Privé & Professionnel;Ouvriers (O);9;9;9;Marié;2002;Oui;42,00;8,00;5,00;2441,47;Tous risques;Non
1923959;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);9;8;5;Célibataire;2000;Oui;34,00;11,00;5,00;582,36;Tous risques sérénité;Oui
1979064;Renault;Privé;Retraités  (R);8;10;3;Marié;1973;Oui;88,00;5,00;17,00;1071,56;Tous risques;Non
1979985;Smart;Privé & trajet travail;Employés (E);8;8;3;Célibataire;1988;Non;43,00;9,00;9,00;939,70;Tiers;Non
1980139;Renault;Privé & trajet travail;Employés (E);5;5;3;Marié;1968;Non;80,00;9,00;27,00;582,36;Tous risques;Non
1924471;Mazda;Privé;Cadres et professions intellectuelles supérieures (CPIS);3;4;3;Célibataire;2001;Non;31,00;15,00;11,00;513,45;Tous risques;Oui
1924725;Saab;Privé;Retraités  (R);8;10;4;Marié;1968;Non;79,00;12,00;4,00;349,57;Tous risques;Non
1924975;Smart;Privé;Retraités  (R);8;8;4;Marié;1969;Oui;66,00;10,00;6,00;1054,18;Tous risques;Non
1925111;Citroën;Privé;Professions intermédiaires (PI);3;4;3;Inconnu;1965;Non;74,00;10,00;14,00;486,92;Tous risques sérénité;Non
1925156;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;4;3;Marié;2000;Non;33,00;15,00;10,00;654,77;Tiers;Non
1925228;Fiat;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);10;12;3;Marié;1989;Oui;42,00;9,00;6,00;1152,82;Tous risques;Non
1926153;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);7;8;2;Marié;1956;Non;74,00;12,00;8,00;466,19;Tiers;Non
1926639;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;4;5;Marié;1988;Oui;47,00;22,00;5,00;951,43;Tiers;Oui
1927346;Peugeot;Privé;Professions intermédiaires (PI);7;8;2;Inconnu;1962;Non;75,00;10,00;20,00;906,31;Tous risques;Non
1927599;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;7;Marié;1969;Non;64,00;5,00;5,00;1602,39;Tous risques;Non
1928115;Renault;Privé & trajet travail;Employés (E);2;3;2;Marié;1966;Non;67,00;18,00;12,00;231,72;Tous risques sérénité;Non
