ID;Age;Sexe; Salaire ;Sexe;Statut;Division;Département;Poste;Ancienneté;Mobilité;HeuresSup;Attrition;Déplacement;Distance lieu de travail;Notation 2017;Grade;Satisfaction;Heures supplémentaires;Nombre employeurs précédents;Ancienneté;Ancienneté compagnie;Ancienneté dans le poste;Dernière augmentation;Manager;Satisfaction lieu de travail;Formation;Equilbre;Notation 2018;Satisfaction équipe
1971;29;F; 4 854,00 € ;Femme;Marié;Marketing;Ventes;Architecte;0;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
1972;41;F; 11 535,00 € ;Homme;Marié;Digital;Ventes;Ingénieur d'affaires;3;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
1973;50;F; 2 715,00 € ;Homme;Divorcé;Digital;R&D;Manager;4;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
1974;33;F; 5 813,00 € ;Homme;Divorcé;Ordinateurs;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
1975;50;F; 4 946,00 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable d'équipe;3;Ponctuellement;Oui;En poste;;;;;;;;;;;;;;;;;
1976;48;F; 11 714,50 € ;Homme;Divorcé;Digital;Ventes;Ingénieur d'affaires;2;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
1977;34;M; 1 329,00 € ;Homme;Marié;Ordinateurs;R&D;Manager;7;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
1978;33;M; 12 588,50 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;10;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
1979;27;F; 5 164,50 € ;Femme;Célibataire;Ordinateurs;R&D;Responsable d'équipe;2;Jamais;Oui;En poste;;;;;;;;;;;;;;;;;
1980;29;F; 9 421,00 € ;Femme;Divorcé;Ordinateurs;R&D;Responsable Qualité;4;Ponctuellement;Oui;En poste;;;;;;;;;;;;;;;;;
1981;32;F; 4 792,00 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;2;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
1982;50;F; 3 707,50 € ;Homme;Divorcé;Digital;R&D;Responsable d'Agence;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
1983;51;F; 6 489,00 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;8;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
1984;37;F; 7 913,50 € ;Homme;Célibataire;Digital;R&D;Responsable d'équipe;1;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
1985;26;F; 12 382,50 € ;Homme;Célibataire;Ordinateurs;Ventes;Architecte;0;Rarement;Non;Démission;;;;;;;;;;;;;;;;;
1986;27;F; 5 547,00 € ;Homme;Marié;Electronique;R&D;Développeur logiciels;0;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
1987;35;F; 13 024,00 € ;Homme;Célibataire;Logiciels;R&D;Développeur logiciels;9;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
1988;46;M; 10 784,50 € ;Femme;Célibataire;Logiciels;R&D;Responsable Qualité;0;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
1989;34;F; 2 213,50 € ;Femme;Marié;Logiciels;Ventes;Architecte;2;Jamais;Non;En poste;;;;;;;;;;;;;;;;;
1990;38;F; 7 946,50 € ;Homme;Marié;Digital;R&D;Développeur logiciels;2;Ponctuellement;Oui;Démission;;;;;;;;;;;;;;;;;
1991;29;F; 8 121,50 € ;Homme;Divorcé;Digital;R&D;Responsable d'équipe;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
1992;40;F; 6 864,50 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;8;Rarement;Non;Démission;;;;;;;;;;;;;;;;;
1993;27;F; 12 213,50 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;2;Ponctuellement;Oui;Démission;;;;;;;;;;;;;;;;;
1994;52;F; 7 405,50 € ;Homme;Marié;Logiciels;R&D;Manager;4;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
1995;27;F; 1 922,00 € ;Homme;Marié;Ordinateurs;R&D;Directeur Commercial;3;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
1996;34;F; 2 631,50 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;4;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
1997;49;F; 7 996,50 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;3;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
1998;38;F; 2 242,00 € ;Femme;Divorcé;Logiciels;R&D;Responsable Qualité;2;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
1999;30;M; 9 209,00 € ;Homme;Célibataire;Ordinateurs;R&D;Manager;10;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
2000;52;F; 13 116,00 € ;Homme;Divorcé;Ressources Humaines;Ressources Humaines;Manager;3;Rarement;Non;Démission;;;;;;;;;;;;;;;;;
2001;19;F; 10 780,00 € ;Femme;Célibataire;Logiciels;R&D;Responsable Qualité;0;Ponctuellement;Non;Démission;;;;;;;;;;;;;;;;;
2002;29;F; 11 842,50 € ;Femme;Marié;Logiciels;Ventes;Architecte;0;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
2003;54;F; 11 698,50 € ;Femme;Marié;Ordinateurs;Ventes;Architecte;8;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2004;44;F; 5 718,00 € ;Homme;Célibataire;Ordinateurs;R&D;Directeur Commercial;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2005;44;F; 12 586,50 € ;Homme;Marié;Ordinateurs;Ventes;Manager;11;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2006;39;F; 9 794,00 € ;Femme;Marié;Digital;R&D;Manager;14;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2007;48;F; 1 773,00 € ;Femme;Célibataire;Ordinateurs;R&D;Directeur Commercial;13;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2008;34;F; 4 490,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'Agence;7;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
2009;44;F; 8 556,00 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2010;20;F; 6 419,50 € ;Femme;Célibataire;Marketing;Ventes;Architecte;0;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2011;59;F; 5 781,50 € ;Homme;Célibataire;Logiciels;R&D;Responsable d'Agence;8;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2012;36;F; 1 709,50 € ;Homme;Célibataire;Ordinateurs;Ventes;Architecte;2;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2013;37;M; 1 559,00 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;1;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2014;32;M; 12 195,00 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable Qualité;5;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2015;30;M; 13 349,00 € ;Homme;Marié;Digital;R&D;Responsable Qualité;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2016;52;F; 8 630,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'équipe;9;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2017;31;F; 7 558,00 € ;Femme;Marié;Marketing;Ventes;Ingénieur d'affaires;8;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2018;55;M; 8 105,50 € ;Homme;Célibataire;Ordinateurs;R&D;Développeur logiciels;0;Jamais;Non;En poste;;;;;;;;;;;;;;;;;
2019;26;F; 4 928,00 € ;Femme;Marié;Electronique;R&D;Responsable Qualité;2;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2020;32;F; 9 550,50 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;0;Ponctuellement;Oui;En poste;;;;;;;;;;;;;;;;;
2021;39;F; 10 350,50 € ;Homme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;4;Ponctuellement;Non;Démission;;;;;;;;;;;;;;;;;
2022;33;F; 6 017,50 € ;Femme;Marié;Logiciels;R&D;Responsable Qualité;0;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2023;38;F; 1 110,50 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;4;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2024;50;F; 4 140,00 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable d'Agence;8;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2025;33;M; 3 311,00 € ;Homme;Célibataire;Ordinateurs;Ventes;Ingénieur d'affaires;2;Ponctuellement;Oui;Démission;;;;;;;;;;;;;;;;;
2026;38;M; 7 354,50 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;16;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2027;45;M; 10 857,00 € ;Homme;Célibataire;Electronique;R&D;Responsable d'équipe;6;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2028;39;F; 5 647,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'équipe;8;Ponctuellement;Oui;En poste;;;;;;;;;;;;;;;;;
2029;40;F; 12 807,00 € ;Homme;Célibataire;Logiciels;Ventes;Ingénieur d'affaires;4;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2030;58;M; 12 104,00 € ;Femme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;3;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2031;31;F; 13 254,00 € ;Homme;Célibataire;Logiciels;R&D;Responsable Qualité;1;Ponctuellement;Non;Démission;;;;;;;;;;;;;;;;;
2032;54;F; 10 195,00 € ;Homme;Marié;Ordinateurs;R&D;Manager;0;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2033;52;M; 1 135,00 € ;Homme;Marié;Ressources Humaines;Ressources Humaines;Chargé Responsable division RH;7;Ponctuellement;Oui;En poste;;;;;;;;;;;;;;;;;
2034;35;M; 3 370,00 € ;Femme;Célibataire;Ordinateurs;R&D;Développeur logiciels;2;Jamais;Non;En poste;;;;;;;;;;;;;;;;;
2035;28;M; 9 162,50 € ;Homme;Marié;Logiciels;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2036;47;M; 1 381,50 € ;Homme;Marié;Digital;R&D;Directeur Commercial;7;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2037;44;M; 8 068,00 € ;Femme;Divorcé;Ordinateurs;R&D;Directeur Commercial;10;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2038;22;M; 11 562,50 € ;Homme;Marié;Marketing;Ventes;Architecte;0;Ponctuellement;Non;Démission;;;;;;;;;;;;;;;;;
2039;24;M; 9 335,00 € ;Femme;Marié;Logiciels;R&D;Responsable Qualité;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2040;49;M; 8 720,00 € ;Homme;Divorcé;Logiciels;Ventes;Manager;6;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
2041;30;M; 11 514,00 € ;Homme;Célibataire;Electronique;Ventes;Ingénieur d'affaires;9;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2042;36;M; 13 295,50 € ;Homme;Célibataire;Ordinateurs;Ventes;Ingénieur d'affaires;0;Jamais;Oui;En poste;;;;;;;;;;;;;;;;;
2043;27;M; 11 494,00 € ;Homme;Divorcé;Digital;R&D;Responsable Qualité;1;Rarement;Non;Démission;;;;;;;;;;;;;;;;;
2044;48;M; 1 073,00 € ;Homme;Divorcé;Marketing;Ventes;Manager;7;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2045;30;F; 4 938,00 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;7;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
2046;41;M; 2 337,00 € ;Homme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;1;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2047;24;M; 2 020,00 € ;Homme;Marié;Marketing;Ventes;Architecte;0;Rarement;Non;Démission;;;;;;;;;;;;;;;;;
2048;37;F; 2 593,50 € ;Femme;Divorcé;Ordinateurs;R&D;Responsable Qualité;2;Jamais;Non;En poste;;;;;;;;;;;;;;;;;
2049;47;M; 11 364,00 € ;Femme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;7;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2050;25;F; 1 510,00 € ;Femme;Marié;Ressources Humaines;Ressources Humaines;Chargé Ressources Humaines;3;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2051;29;F; 1 907,50 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable Qualité;3;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2052;45;F; 5 844,00 € ;Homme;Marié;Marketing;Ventes;Manager;10;Jamais;Non;En poste;;;;;;;;;;;;;;;;;
2053;43;M; 3 854,00 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;5;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2054;20;M; 6 062,50 € ;Femme;Célibataire;Ordinateurs;Ventes;Architecte;2;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2055;20;F; 4 143,50 € ;Homme;Célibataire;Marketing;Ventes;Architecte;0;Rarement;Non;Démission;;;;;;;;;;;;;;;;;
2056;27;F; 10 017,50 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2057;35;M; 8 805,50 € ;Homme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;7;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2058;49;M; 10 748,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'équipe;4;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
2059;55;F; 3 815,00 € ;Femme;Divorcé;Ordinateurs;Ventes;Ingénieur d'affaires;10;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2060;54;F; 1 996,50 € ;Femme;Marié;Digital;R&D;Responsable d'Agence;10;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2061;31;F; 3 756,50 € ;Homme;Célibataire;Logiciels;R&D;Développeur logiciels;0;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2062;33;F; 5 783,50 € ;Homme;Célibataire;Logiciels;R&D;Développeur logiciels;2;Rarement;Non;Démission;;;;;;;;;;;;;;;;;
2063;39;M; 12 446,00 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;1;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2064;31;M; 4 733,00 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable Qualité;0;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2065;47;F; 10 103,00 € ;Homme;Marié;Logiciels;Ressources Humaines;Chargé Responsable division RH;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2066;29;M; 7 557,50 € ;Femme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2067;34;M; 4 040,00 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;3;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2068;25;M; 6 241,00 € ;Homme;Célibataire;Logiciels;R&D;Développeur logiciels;3;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2069;36;M; 9 558,50 € ;Femme;Divorcé;Digital;R&D;Développeur logiciels;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2070;36;F; 2 657,00 € ;Femme;Divorcé;Digital;Ressources Humaines;Chargé Ressources Humaines;7;Jamais;Oui;Démission;;;;;;;;;;;;;;;;;
2071;54;F; 1 236,00 € ;Homme;Célibataire;Logiciels;Ventes;Architecte;0;Rarement;Non;Démission;;;;;;;;;;;;;;;;;
2072;29;M; 9 537,00 € ;Femme;Célibataire;Ordinateurs;R&D;Développeur logiciels;8;Jamais;Oui;En poste;;;;;;;;;;;;;;;;;
2073;39;M; 3 731,50 € ;Femme;Marié;Marketing;Ventes;Manager;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2074;30;M; 3 903,50 € ;Femme;Célibataire;Logiciels;R&D;Directeur Commercial;7;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2075;21;F; 12 393,50 € ;Femme;Célibataire;Logiciels;R&D;Développeur logiciels;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2076;25;F; 12 491,00 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;3;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2077;52;F; 9 477,50 € ;Femme;Divorcé;Ordinateurs;R&D;Responsable Qualité;3;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2078;20;F; 10 324,00 € ;Homme;Célibataire;Marketing;Ventes;Architecte;0;Ponctuellement;Non;Démission;;;;;;;;;;;;;;;;;
2079;41;F; 8 771,00 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable Qualité;5;Jamais;Oui;En poste;;;;;;;;;;;;;;;;;
2080;25;M; 7 843,00 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable d'équipe;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2081;44;F; 5 741,50 € ;Femme;Marié;Electronique;Ventes;Ingénieur d'affaires;2;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
2082;58;F; 9 288,00 € ;Homme;Marié;Digital;R&D;Développeur logiciels;2;Jamais;Non;En poste;;;;;;;;;;;;;;;;;
2083;45;F; 1 886,00 € ;Femme;Célibataire;Ordinateurs;R&D;Manager;7;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2084;30;M; 5 755,00 € ;Homme;Célibataire;Logiciels;R&D;Développeur logiciels;1;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2085;22;M; 13 271,00 € ;Femme;Marié;Logiciels;R&D;Responsable Qualité;3;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2086;26;M; 3 918,50 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;3;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2087;38;F; 8 502,50 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;2;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2088;29;F; 2 343,00 € ;Homme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2089;54;F; 5 926,50 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;7;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2090;39;M; 1 543,50 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;2;Ponctuellement;Oui;En poste;;;;;;;;;;;;;;;;;
2091;19;M; 10 111,50 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable Qualité;0;Jamais;Oui;Démission;;;;;;;;;;;;;;;;;
2092;33;M; 5 181,00 € ;Homme;Célibataire;Ordinateurs;R&D;Directeur Commercial;9;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2093;26;M; 9 999,50 € ;Homme;Marié;Digital;R&D;Développeur logiciels;7;Jamais;Oui;Démission;;;;;;;;;;;;;;;;;
2094;46;F; 2 472,50 € ;Femme;Marié;Logiciels;Ventes;Ingénieur d'affaires;6;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2095;49;F; 11 428,00 € ;Homme;Divorcé;Logiciels;R&D;Responsable Qualité;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2096;45;M; 8 043,00 € ;Homme;Divorcé;Logiciels;R&D;Responsable d'Agence;2;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2097;42;M; 6 685,50 € ;Homme;Marié;Logiciels;R&D;Responsable d'Agence;8;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2098;32;M; 13 333,00 € ;Homme;Divorcé;Ordinateurs;R&D;Développeur logiciels;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2099;57;M; 10 926,00 € ;Femme;Marié;Ordinateurs;R&D;Responsable Qualité;7;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2100;44;M; 12 624,00 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;4;Ponctuellement;Non;Démission;;;;;;;;;;;;;;;;;
2101;37;M; 6 227,00 € ;Homme;Marié;Logiciels;R&D;Directeur Commercial;1;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2102;42;F; 2 710,00 € ;Femme;Divorcé;Logiciels;R&D;Développeur logiciels;7;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
2103;28;M; 7 155,50 € ;Femme;Divorcé;Logiciels;R&D;Responsable Qualité;1;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2104;43;F; 4 965,50 € ;Homme;Célibataire;Marketing;Ventes;Manager;4;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2105;57;F; 5 803,00 € ;Femme;Marié;Ordinateurs;R&D;Responsable d'Agence;13;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2106;32;F; 9 823,00 € ;Homme;Divorcé;Logiciels;Ventes;Ingénieur d'affaires;10;Ponctuellement;Oui;En poste;;;;;;;;;;;;;;;;;
2107;29;F; 3 981,50 € ;Homme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2108;36;F; 3 841,50 € ;Homme;Divorcé;Marketing;Ventes;Architecte;2;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2109;57;M; 1 429,50 € ;Femme;Divorcé;Ordinateurs;R&D;Directeur Commercial;7;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2110;60;M; 3 204,50 € ;Homme;Divorcé;Logiciels;Ventes;Ingénieur d'affaires;3;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2111;60;M; 1 218,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'équipe;2;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
2112;56;M; 8 750,50 € ;Homme;Célibataire;Logiciels;R&D;Manager;10;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2113;39;M; 11 675,50 € ;Homme;Marié;Ordinateurs;R&D;Directeur Commercial;7;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2114;25;F; 9 328,50 € ;Femme;Célibataire;Logiciels;R&D;Développeur logiciels;2;Rarement;Non;Démission;;;;;;;;;;;;;;;;;
2115;36;F; 10 270,00 € ;Homme;Marié;Logiciels;R&D;Directeur Commercial;8;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2116;52;F; 9 708,00 € ;Homme;Marié;Logiciels;Ventes;Ingénieur d'affaires;6;Jamais;Non;En poste;;;;;;;;;;;;;;;;;
2117;49;F; 11 614,00 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;2;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2118;34;F; 12 703,50 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable Qualité;0;Rarement;Non;Démission;;;;;;;;;;;;;;;;;
2119;56;F; 1 188,50 € ;Homme;Marié;Logiciels;Ventes;Ingénieur d'affaires;6;Jamais;Oui;Démission;;;;;;;;;;;;;;;;;
2120;27;F; 12 100,50 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable Qualité;0;Rarement;Non;Démission;;;;;;;;;;;;;;;;;
2121;39;F; 11 141,00 € ;Femme;Célibataire;Logiciels;R&D;Développeur logiciels;5;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2122;42;F; 5 382,00 € ;Homme;Divorcé;Ordinateurs;R&D;Développeur logiciels;0;Jamais;Non;En poste;;;;;;;;;;;;;;;;;
2123;52;F; 4 220,00 € ;Femme;Divorcé;Logiciels;R&D;Directeur Commercial;7;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2124;37;F; 7 427,00 € ;Femme;Célibataire;Ordinateurs;R&D;Développeur logiciels;0;Ponctuellement;Oui;Démission;;;;;;;;;;;;;;;;;
2125;28;F; 6 796,50 € ;Femme;Célibataire;Ordinateurs;R&D;Responsable Qualité;4;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2126;48;F; 7 087,50 € ;Femme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;11;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2127;37;M; 3 043,00 € ;Femme;Marié;Ordinateurs;R&D;Responsable Qualité;7;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2128;38;M; 8 009,00 € ;Femme;Marié;Ordinateurs;R&D;Responsable d'équipe;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2129;40;M; 12 516,50 € ;Femme;Marié;Ordinateurs;R&D;Responsable Qualité;2;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
2130;30;F; 8 267,50 € ;Homme;Divorcé;Ordinateurs;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2131;24;F; 10 078,00 € ;Homme;Célibataire;Digital;R&D;Développeur logiciels;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2132;36;M; 2 294,00 € ;Homme;Célibataire;Ordinateurs;R&D;Développeur logiciels;7;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2133;29;F; 12 344,50 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;0;Jamais;Non;En poste;;;;;;;;;;;;;;;;;
2134;42;F; 10 482,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;2;Rarement;Oui;Démission;;;;;;;;;;;;;;;;;
2135;40;F; 10 409,00 € ;Homme;Divorcé;Electronique;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2136;57;F; 11 866,00 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2137;27;F; 6 065,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;2;Ponctuellement;Oui;Démission;;;;;;;;;;;;;;;;;
2138;51;F; 4 500,50 € ;Homme;Marié;Digital;R&D;Responsable d'Agence;13;Ponctuellement;Oui;En poste;;;;;;;;;;;;;;;;;
2139;35;M; 1 974,00 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2140;30;M; 13 431,50 € ;Homme;Célibataire;Ordinateurs;Ventes;Architecte;0;Jamais;Non;Démission;;;;;;;;;;;;;;;;;
2141;39;M; 6 947,50 € ;Homme;Marié;Electronique;R&D;Développeur logiciels;10;Rarement;Oui;En poste;;;;;;;;;;;;;;;;;
2142;33;F; 12 288,50 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;4;Ponctuellement;Non;En poste;;;;;;;;;;;;;;;;;
2143;27;F; 1 081,00 € ;Femme;Célibataire;Logiciels;Ventes;Architecte;0;Ponctuellement;Oui;Démission;;;;;;;;;;;;;;;;;
2144;46;M; 1 611,50 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2145;35;F; 12 584,00 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2146;55;F; 5 616,50 € ;Femme;Divorcé;Logiciels;R&D;Responsable d'Agence;0;Rarement;Non;En poste;;;;;;;;;;;;;;;;;
2147;26;M; 5 700,50 € ;Homme;Divorcé;Marketing;Ventes;Architecte;2;Rarement;Non;Démission;;;;;;;;;;;;;;;;;
