ID;Programme de Fid;Age;Classe d'age;Sexe;Annee du premier vol;Nombre de vols par an;Classe du nombre de vols par an;Motif du voyage; Depenses aeroport de depart ; Depenses restauration aeroport ;Classe;Compagnie;Nationalite compagnie;Ville de depart;Pays de depart;Ville de destination;Pays de destination;Heure;Heure de depart;Date du vol;Retard au depart en minutes;Annulation du vol;SATISFACTION;Duree du vol;Distance parcourue en miles;Retard a l'arrivee de + de 30 min;Aeronef;Marque Aeronef
105976;Blue;62,00;60-69;M;2004;31,00;31 a 40;Loisir; -   € ; 80,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;10:20:51;10;30/01/2016;1,00;Non;4;12,00;11000,00;Non;B737;Boeing
105977;Blue;66,00;60-69;M;2007;51,00;51 a 60;Affaire; 75,00 € ; 30,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;23:47:38;23;13/01/2016;0,00;Non;5;12,00;23000,00;Non;B737;Boeing
105978;Blue;67,00;60-69;F;2003;34,00;31 a 40;Affaire; -   € ; 45,00 € ;Eco Plus;China Airlines;China;Sydney;Australia;Nice;France;04:11:41;4;22/02/2016;0,00;Non;5;17,00;10000,00;Non;B737;Boeing
105979;Blue;69,00;60-69;F;2009;8,00;1 a 10;Affaire; 10,00 € ; 45,00 € ;Eco;OnlyJets Airlines;Australia;New York;USA;Paris;France;16:24:10;16;21/01/2016;0,00;Non;4;17,00;2475,00;Non;A330;Airbus
105980;Blue;72,00;70-79;M;2008;32,00;31 a 40;Loisir; -   € ; 60,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;02:26:16;2;07/02/2016;0,00;Non;4;12,00;108,00;Non;A330;Airbus
105981;Blue;78,00;70-79;F;2003;46,00;41 a 50;Loisir; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;13:23:29;13;20/12/2015;10,00;Non;4;12,00;395,00;Non;A330;Airbus
105982;Blue;80,00;80+;F;2010;16,00;11 a 20;Loisir; 180,00 € ; 80,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;22:13:53;22;06/01/2016;0,00;Non;4;12,00;641,00;Non;A350;Airbus
105983;Silver;80,00;80+;M;2011;51,00;51 a 60;Loisir; -   € ; 180,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;09:15:33;9;01/03/2016;0,00;Non;4;12,00;23000,00;Non;B737;Boeing
105984;Blue;85,00;80+;F;2009;46,00;41 a 50;Loisir; -   € ; 105,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;20:38:33;20;08/02/2016;3,00;Non;5;12,00;30000,00;Non;B737;Boeing
105985;Blue;15,00;0-19;F;2005;13,00;11 a 20;Loisir; -   € ; 40,00 € ;Eco;China Airlines;China;Pekin;China;New York;USA;23:59:19;23;06/01/2016;69,00;Non;5;17,00;30000,00;Non;B737;Boeing
105986;Blue;16,00;0-19;M;2005;37,00;31 a 40;Affaire; -   € ; 95,00 € ;Eco;Sky Airlines;USA;Pekin;China;Madrid;Spain;08:02:54;8;07/02/2016;0,00;Non;5;12,00;21000,00;Non;B737;Boeing
105987;Blue;17,00;0-19;F;2006;4,00;1 a 10;Billet Miles; -   € ; 30,00 € ;Eco;Northwest Airlines;Australia;New York;USA;Paris;France;13:03:11;13;06/01/2016;0,00;Non;4;12,00;896,00;Non;A330;Airbus
105988;Blue;18,00;0-19;F;2005;21,00;21 a 30;Loisir; -   € ; 90,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;20:34:05;20;19/12/2015;3,00;Non;5;12,00;30000,00;Non;B737;Boeing
105989;Blue;22,00;20-29;M;2009;17,00;11 a 20;Affaire; -   € ; 30,00 € ;Eco;FlyHere Airways;United Kingdom;Paris;France;Lisbon;Portugal;23:26:03;23;10/02/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
105990;Silver;26,00;20-29;F;2008;25,00;21 a 30;Affaire; 20,00 € ; 30,00 € ;Eco;Cloud Airlines;France;Paris;France;Lisbon;Portugal;16:16:32;16;18/12/2015;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
105991;Blue;26,00;20-29;M;2012;6,00;1 a 10;Affaire; -   € ; 30,00 € ;Business;Cloud Airlines;France;Nice;France;Beijing;China;17:12:55;17;17/03/2016;74,00;Non;2;15,00;12000,00;Oui;A330;Airbus
105992;Gold;27,00;20-29;F;2004;8,00;1 a 10;Affaire; 20,00 € ; 120,00 € ;Business;Cloud Airlines;France;Paris;France;Lisbon;Portugal;08:00:39;8;21/03/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
105993;Blue;30,00;30-39;F;2004;54,00;51 a 60;Billet Miles; -   € ; 30,00 € ;Business;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;06:48:35;6;07/03/2016;45,00;Non;1;17,00;1372,00;Oui;B747;Boeing
105994;Blue;32,00;30-39;F;2005;21,00;11 a 20;Affaire; -   € ; 40,00 € ;Business;Sky Airlines;USA;Roma;Italy;Paris;France;12:13:14;12;26/12/2015;0,00;Non;4;25,00;127,00;Non;A330;Airbus
105995;Blue;33,00;30-39;F;2007;14,00;11 a 20;Loisir; 50,00 € ; 60,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;23:59:41;23;06/02/2016;0,00;Non;4;12,00;294,00;Non;A330;Airbus
105996;Blue;34,00;30-39;F;2007;18,00;11 a 20;Loisir; 30,00 € ; 90,00 € ;Business;Sky Airlines;USA;Pekin;China;Paris;France;18:05:11;18;16/03/2016;0,00;Non;4;12,00;23000,00;Non;B737;Boeing
105997;Blue;35,00;30-39;M;2003;38,00;31 a 40;Affaire; -   € ; 25,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;16:26:06;16;15/03/2016;0,00;Non;5;12,00;23000,00;Non;B737;Boeing
105998;Blue;35,00;30-39;F;2003;1,00;0;Loisir; 90,00 € ; 60,00 € ;Eco Plus;China Airlines;China;Pekin;China;Nice;France;03:22:30;3;31/12/2015;1,00;Non;5;12,00;23000,00;Non;B737;Boeing
105999;Silver;36,00;30-39;F;2003;12,00;11 a 20;Affaire; 5,00 € ; 130,00 € ;Eco Plus;FlyHere Airways;United Kingdom;Paris;France;Lisbon;Portugal;05:35:10;5;22/01/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
106000;Blue;38,00;30-39;M;2007;52,00;51 a 60;Affaire; -   € ; 205,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;03:21:51;3;20/02/2016;3,00;Non;4;12,00;867,00;Non;A330;Airbus
106001;Blue;38,00;30-39;M;2003;11,00;1 a 10;Affaire; -   € ; 180,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;20:03:01;20;23/02/2016;4,00;Non;5;17,00;23000,00;Non;B737;Boeing
106002;Silver;38,00;30-39;F;2004;19,00;11 a 20;Affaire; 120,00 € ; 45,00 € ;Eco Plus;Sky Airlines;USA;Pekin;China;New York;USA;17:59:04;17;28/02/2016;0,00;Non;5;12,00;30000,00;Non;B737;Boeing
106003;Blue;40,00;40-49;M;2006;2,00;1 a 10;Affaire; -   € ; 10,00 € ;Eco;Sky Airlines;USA;Montreal;Canada;Paris;France;21:10:35;21;21/12/2015;0,00;Non;5;8,00;10000,00;Non;B737;Boeing
106004;Blue;40,00;40-49;M;2003;19,00;11 a 20;Billet Miles; 243,00 € ; 65,00 € ;Business;Sky Airlines;USA;Sydney;Australia;New York;USA;22:45:52;22;18/01/2016;12,00;Non;1;24,00;20000,00;Oui;A320;Airbus
106005;Gold;41,00;40-49;F;2009;1,00;0;Billet Miles; 5,00 € ; 30,00 € ;Eco;Cheap Sky;France;New York;USA;Paris;France;22:41:15;22;15/02/2016;0,00;Non;2;12,00;163,00;Oui;A330;Airbus
106006;Silver;41,00;40-49;F;2012;18,00;11 a 20;Affaire; 125,00 € ; 135,00 € ;Business;Northwest Airlines;Australia;Los Angeles;USA;London;United Kingdom;17:52:12;17;13/12/2015;0,00;Non;4;12,00;250,00;Non;A330;Airbus
106007;Gold;41,00;40-49;F;2008;1,00;0;Affaire; -   € ; 90,00 € ;Eco;Sky Airlines;USA;Madrid;Spain;London;United Kingdom;12:41:24;12;30/12/2015;50,00;Non;5;12,00;293,00;Non;B737;Boeing
106008;Silver;41,00;40-49;M;2004;16,00;11 a 20;Affaire; 10,00 € ; 85,00 € ;Eco;Cloud Airlines;France;Paris;France;Roma;Italy;16:58:45;16;04/03/2016;5,00;Non;4;2,00;1000,00;Non;A330;Airbus
106009;Blue;42,00;40-49;F;2012;1,00;0;Affaire; 95,00 € ; 105,00 € ;Business;Northwest Airlines;Australia;New York;USA;Berlin;Germany;08:01:08;8;15/02/2016;0,00;Non;4;12,00;255,00;Non;A330;Airbus
106010;Silver;42,00;40-49;M;2011;18,00;11 a 20;Affaire; -   € ; 75,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;12:38:45;12;22/12/2015;9,00;Non;4;12,00;1250,00;Non;A330;Airbus
106011;Silver;42,00;40-49;F;2009;27,00;21 a 30;Affaire; 45,00 € ; 120,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;01:24:46;1;15/03/2016;0,00;Non;4;17,00;11000,00;Non;B737;Boeing
106012;Blue;42,00;40-49;M;2004;24,00;21 a 30;Affaire; -   € ; 135,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;21:55:41;21;10/02/2016;16,00;Non;4;12,00;23000,00;Non;B737;Boeing
106013;Blue;43,00;40-49;F;2011;11,00;1 a 10;Billet Miles; 7,00 € ; 108,00 € ;Eco Plus;Sky Airlines;USA;Geneve;Switzerland;Paris;France;23:48:47;23;02/02/2016;28,00;Non;5;1,00;2000,00;Non;B737;Boeing
106014;Silver;44,00;40-49;F;2006;1,00;1 a 10;Affaire; -   € ; 120,00 € ;Business;Sky Airlines;USA;Madrid;Spain;Paris;France;21:04:51;21;05/03/2016;53,00;Non;5;12,00;240,00;Non;B737;Boeing
106015;Blue;44,00;40-49;F;2005;22,00;21 a 30;Affaire; 7,00 € ; 75,00 € ;Eco Plus;OnlyJets Airlines;Australia;Madrid;Spain;Paris;France;01:44:36;1;10/03/2016;7,00;Non;4;12,00;369,00;Non;A330;Airbus
106016;Blue;44,00;40-49;M;2006;74,00;71 a 80;Affaire; 32,00 € ; -   € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;London;United Kingdom;09:09:47;9;20/03/2016;0,00;Non;4;12,00;834,00;Non;A330;Airbus
106017;Silver;44,00;40-49;M;2008;14,00;11 a 20;Billet Miles; 20,00 € ; 105,00 € ;Eco Plus;Sky Airlines;USA;Pekin;China;New York;USA;18:14:32;18;13/12/2015;15,00;Non;5;12,00;30000,00;Non;B737;Boeing
106018;Blue;44,00;40-49;F;2010;4,00;1 a 10;Affaire; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;07:41:15;7;21/01/2016;7,00;Non;5;12,00;30000,00;Non;B737;Boeing
106019;Blue;45,00;40-49;M;2010;8,00;1 a 10;Affaire; -   € ; 40,00 € ;Eco;Cloud Airlines;France;Paris;France;Roma;Italy;13:12:27;13;18/12/2015;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
106020;Blue;46,00;40-49;F;2006;22,00;21 a 30;Loisir; 60,00 € ; 30,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;Beijing;China;10:08:20;10;30/01/2016;0,00;Non;4;12,00;936,00;Non;A330;Airbus
106021;Blue;47,00;40-49;M;2010;63,00;61 a 70;Loisir; -   € ; 30,00 € ;Eco;Cheap Sky;France;Madrid;Spain;Sydney;Australia;06:40:07;6;22/02/2016;0,00;Non;1;12,00;533,00;Oui;A330;Airbus
106022;Gold;47,00;40-49;F;2004;31,00;21 a 30;Loisir; 30,00 € ; 60,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;23:03:51;23;05/03/2016;22,00;Non;5;12,00;30000,00;Non;B737;Boeing
106023;Gold;50,00;50-59;M;2005;11,00;11 a 20;Affaire; 76,00 € ; 155,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;16:14:31;16;27/01/2016;9,00;Non;4;12,00;802,00;Non;A330;Airbus
106024;Blue;50,00;50-59;F;2007;12,00;11 a 20;Affaire; 20,00 € ; 20,00 € ;Eco Plus;Sky Airlines;USA;Roma;Italy;Paris;France;18:44:45;18;27/02/2016;0,00;Non;4;12,00;837,00;Oui;A330;Airbus
106025;Blue;51,00;50-59;F;2009;7,00;1 a 10;Affaire; -   € ; 120,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;10:26:32;10;18/02/2016;0,00;Non;5;12,00;21000,00;Non;B737;Boeing
106026;Gold;53,00;50-59;M;2007;3,00;1 a 10;Affaire; -   € ; 50,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;18:39:04;18;17/03/2016;0,00;Non;4;17,00;10000,00;Non;B737;Boeing
106027;Blue;53,00;50-59;M;2008;9,00;1 a 10;Affaire; 20,00 € ; 90,00 € ;Eco;Cool Airlines;United Kingdom;Pekin;China;New York;USA;13:42:59;13;13/03/2016;0,00;Non;5;12,00;30000,00;Non;B737;Boeing
106028;Silver;54,00;50-59;M;2006;16,00;11 a 20;Affaire; -   € ; 120,00 € ;Eco;FlyHere Airways;United Kingdom;Paris;France;Lisbon;Portugal;01:18:28;1;15/01/2016;32,00;Non;4;2,00;1500,00;Non;A330;Airbus
106029;Blue;56,00;50-59;M;2010;54,00;51 a 60;Billet Miles; -   € ; 5,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;London;United Kingdom;12:19:23;12;15/12/2015;0,00;Non;4;12,00;541,00;Non;A330;Airbus
106030;Silver;56,00;50-59;M;2003;16,00;11 a 20;Affaire; 150,00 € ; 85,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;03:34:33;3;26/01/2016;196,00;Non;4;17,00;2454,00;Non;A330;Airbus
106031;Silver;57,00;50-59;F;2007;31,00;31 a 40;Loisir; 60,00 € ; 90,00 € ;Business;Sky Airlines;USA;Paris;France;Lisbon;Portugal;05:53:54;5;26/12/2015;192,00;Non;4;2,00;1500,00;Non;A330;Airbus
106032;Blue;59,00;50-59;F;2012;28,00;21 a 30;Loisir; 60,00 € ; 60,00 € ;Eco;Cheap Sky;France;New York;USA;Paris;France;21:46:52;21;21/01/2016;13,00;Non;1;12,00;163,00;Oui;A330;Airbus
106033;Blue;60,00;60-69;F;2012;11,00;11 a 20;Affaire; 165,00 € ; 75,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;00:17:59;0;14/02/2016;0,00;Non;4;17,00;1389,00;Non;A330;Airbus
106034;Blue;61,00;60-69;M;2011;51,00;51 a 60;Loisir; -   € ; 60,00 € ;Business;Sky Airlines;USA;Roma;Italy;Paris;France;05:23:46;5;21/02/2016;0,00;Non;4;12,00;240,00;Non;A330;Airbus
106035;Silver;61,00;60-69;M;2008;8,00;1 a 10;Affaire; 15,00 € ; 95,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;01:20:19;1;21/03/2016;0,00;Non;4;17,00;11000,00;Non;B737;Boeing
106036;Gold;62,00;60-69;M;2006;22,00;21 a 30;Affaire; 45,00 € ; 75,00 € ;Eco;Cloud Airlines;France;Paris;France;Beijing;China;09:42:53;9;08/01/2016;30,00;Non;2;15,00;12000,00;Oui;A330;Airbus
106037;Blue;63,00;60-69;F;2004;21,00;21 a 30;Loisir; -   € ; 120,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;10:50:32;10;12/01/2016;29,00;Non;5;12,00;23000,00;Non;B737;Boeing
106038;Blue;64,00;60-69;M;2003;51,00;41 a 50;Loisir; 120,00 € ; 100,00 € ;Eco;Cloud Airlines;France;Paris;France;Lyon;France;20:38:57;20;26/12/2015;0,00;Non;3;1,00;98,00;Non;B747;Boeing
106039;Blue;69,00;60-69;F;2008;31,00;31 a 40;Loisir; 15,00 € ; 60,00 € ;Eco Plus;Northwest Airlines;Australia;Nantes;France;Lisbon;Portugal;14:09:39;14;19/01/2016;0,00;Non;4;2,00;1500,00;Non;A330;Airbus
106040;Blue;69,00;60-69;M;2009;52,00;51 a 60;Loisir; -   € ; 30,00 € ;Eco;China Airlines;China;Pekin;China;New York;USA;21:42:40;21;19/03/2016;0,00;Non;5;12,00;30000,00;Non;B737;Boeing
106041;Blue;70,00;70-79;F;2005;49,00;41 a 50;Loisir; -   € ; 25,00 € ;Eco;Cloud Airlines;France;Montreal;Canada;Lyon;France;05:09:51;5;21/01/2016;0,00;Non;5;10,00;11000,00;Non;A350;Airbus
106042;Blue;71,00;70-79;M;2008;21,00;11 a 20;Loisir; -   € ; 102,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;20:10:16;20;06/02/2016;1,00;Non;4;12,00;190,00;Non;A330;Airbus
106043;Silver;74,00;70-79;M;2010;36,00;31 a 40;Loisir; -   € ; 90,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;New York;USA;11:12:01;11;12/02/2016;23,00;Non;5;24,00;20000,00;Non;B737;Boeing
106044;Silver;75,00;70-79;M;2008;4,00;1 a 10;Affaire; -   € ; 50,00 € ;Business;China Airlines;China;Sydney;Australia;New York;USA;20:39:15;20;26/01/2016;45,00;Non;1;24,00;20000,00;Oui;B737;Boeing
106045;Silver;78,00;70-79;F;2008;43,00;41 a 50;Loisir; -   € ; 20,00 € ;Eco;OnlyJets Airlines;Australia;New York;USA;Paris;France;18:05:30;18;12/02/2016;55,00;Non;4;12,00;209,00;Non;A330;Airbus
106046;Blue;79,00;70-79;F;2007;29,00;21 a 30;Loisir; -   € ; 30,00 € ;Eco;Northwest Airlines;Australia;New York;USA;Berlin;Germany;22:21:34;22;21/03/2016;0,00;Non;4;12,00;451,00;Non;B747;Boeing
106047;Blue;79,00;70-79;M;2005;38,00;31 a 40;Loisir; -   € ; 20,00 € ;Eco;Cloud Airlines;France;Paris;France;Lisbon;Portugal;07:11:16;7;25/01/2016;0,00;Non;4;2,00;1500,00;Non;A330;Airbus
106048;Blue;80,00;80+;M;2003;51,00;51 a 60;Loisir; -   € ; 50,00 € ;Business;Northwest Airlines;Australia;New York;USA;London;United Kingdom;15:24:42;15;25/02/2016;0,00;Non;4;12,00;1269,00;Non;A330;Airbus
106049;Blue;16,00;0-19;F;2007;21,00;21 a 30;Affaire; -   € ; -   € ;Eco;Cloud Airlines;France;Paris;France;Lyon;France;22:47:33;22;27/12/2015;0,00;Non;2;2,00;158,00;Non;B747;Boeing
106050;Blue;19,00;0-19;F;2004;25,00;21 a 30;Loisir; 10,00 € ; 90,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;00:57:52;0;30/01/2016;0,00;Non;4;12,00;135,00;Non;A330;Airbus
106051;Blue;19,00;0-19;F;2006;8,00;1 a 10;Affaire; 90,00 € ; 60,00 € ;Eco Plus;Sky Airlines;USA;Pekin;China;Paris;France;14:07:18;14;17/03/2016;0,00;Non;4;12,00;23000,00;Non;B737;Boeing
106052;Blue;20,00;20-29;F;2003;17,00;11 a 20;Billet Miles; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;21:05:32;21;15/12/2015;0,00;Non;4;12,00;11000,00;Non;B737;Boeing
106053;Blue;21,00;20-29;F;2011;12,00;11 a 20;Affaire; 120,00 € ; 20,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;18:24:56;18;29/01/2016;9,00;Non;4;12,00;1190,00;Non;A330;Airbus
106054;Blue;21,00;20-29;M;2003;34,00;31 a 40;Affaire; -   € ; 105,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Nice;France;23:47:00;23;08/03/2016;0,00;Non;5;17,00;11000,00;Non;B737;Boeing
106055;Blue;24,00;20-29;M;2012;9,00;1 a 10;Affaire; 15,00 € ; 60,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;17:51:12;17;08/02/2016;0,00;Non;4;12,00;21000,00;Non;B737;Boeing
106056;Blue;27,00;20-29;F;2009;12,00;11 a 20;Loisir; 50,00 € ; 10,00 € ;Eco;OnlyJets Airlines;Australia;New York;USA;Paris;France;19:28:04;19;23/02/2016;0,00;Non;4;12,00;301,00;Non;A330;Airbus
106057;Blue;29,00;20-29;F;2008;24,00;21 a 30;Affaire; 31,00 € ; 5,00 € ;Eco;Sky Airlines;USA;Nice;France;Paris;France;10:04:46;10;15/12/2015;1,00;Non;5;1,00;502,00;Non;B737;Boeing
106058;Platinum;29,00;20-29;M;2004;48,00;41 a 50;Affaire; 5,00 € ; -   € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;04:47:40;4;17/12/2015;0,00;Non;4;12,00;820,00;Non;A330;Airbus
106059;Silver;29,00;20-29;M;2007;19,00;11 a 20;Affaire; 20,00 € ; 65,00 € ;Business;Sky Airlines;USA;Pekin;China;London;United Kingdom;22:32:13;22;02/03/2016;0,00;Non;4;12,00;21000,00;Non;B737;Boeing
106060;Silver;31,00;30-39;M;2011;52,00;51 a 60;Affaire; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;20:14:47;20;07/02/2016;0,00;Non;4;12,00;21000,00;Non;B737;Boeing
106061;Gold;33,00;30-39;F;2009;34,00;31 a 40;Affaire; 45,00 € ; 75,00 € ;Eco;Northwest Airlines;Australia;New York;USA;Berlin;Germany;19:00:16;19;03/02/2016;0,00;Non;4;12,00;236,00;Non;A330;Airbus
106062;Platinum;33,00;30-39;F;2003;6,00;1 a 10;Loisir; 40,00 € ; -   € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;04:06:02;4;25/02/2016;13,00;Non;4;12,00;423,00;Non;A330;Airbus
106063;Silver;33,00;30-39;F;2009;34,00;31 a 40;Affaire; 45,00 € ; -   € ;Business;Sky Airlines;USA;Roma;Italy;Paris;France;01:54:36;1;07/02/2016;38,00;Non;4;12,00;645,00;Non;A330;Airbus
106064;Blue;35,00;30-39;M;2010;16,00;11 a 20;Loisir; -   € ; 480,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;00:10:51;0;26/02/2016;16,00;Non;5;12,00;21000,00;Non;B737;Boeing
106065;Blue;36,00;30-39;F;2005;51,00;51 a 60;Affaire; 25,00 € ; -   € ;Business;Northwest Airlines;Australia;Los Angeles;USA;London;United Kingdom;21:28:31;21;01/03/2016;0,00;Non;4;12,00;710,00;Non;A330;Airbus
106066;Blue;36,00;30-39;M;2005;8,00;1 a 10;Affaire; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;06:16:32;6;08/01/2016;0,00;Non;4;12,00;21000,00;Non;B737;Boeing
106067;Blue;36,00;30-39;F;2005;17,00;11 a 20;Affaire; 28,00 € ; 90,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;22:48:17;22;12/02/2016;15,00;Non;5;12,00;23000,00;Non;B737;Boeing
106068;Silver;38,00;30-39;M;2007;1,00;0;Loisir; -   € ; 10,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;01:50:50;1;15/03/2016;0,00;Non;4;12,00;1024,00;Non;A330;Airbus
106069;Gold;38,00;30-39;F;2011;11,00;1 a 10;Affaire; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;23:57:55;23;28/02/2016;15,00;Non;5;12,00;30000,00;Non;B737;Boeing
106070;Blue;40,00;40-49;M;2004;16,00;11 a 20;Affaire; -   € ; 85,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;07:55:40;7;20/03/2016;16,00;Non;5;12,00;30000,00;Non;B737;Boeing
106071;Blue;41,00;40-49;F;2011;7,00;1 a 10;Billet Miles; -   € ; 40,00 € ;Eco;Northwest Airlines;Australia;London;United Kingdom;Paris;France;02:37:57;2;27/12/2015;0,00;Non;4;12,00;954,00;Non;A330;Airbus
106072;Blue;42,00;40-49;F;2008;16,00;11 a 20;Billet Miles; -   € ; 75,00 € ;Eco Plus;OnlyJets Airlines;Australia;New York;USA;London;United Kingdom;20:32:57;20;20/12/2015;0,00;Non;4;12,00;1069,00;Non;A330;Airbus
106073;Blue;44,00;40-49;M;2010;28,00;21 a 30;Billet Miles; 90,00 € ; -   € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;22:41:28;22;02/03/2016;1,00;Non;4;12,00;191,00;Non;A330;Airbus
106074;Silver;44,00;40-49;F;2010;36,00;31 a 40;Affaire; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;03:20:01;3;29/02/2016;20,00;Non;5;12,00;30000,00;Non;B737;Boeing
106075;Silver;45,00;40-49;F;2006;4,00;1 a 10;Affaire; -   € ; 80,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;12:27:51;12;13/01/2016;0,00;Non;4;12,00;23000,00;Non;B737;Boeing
106076;Blue;50,00;50-59;F;2005;21,00;21 a 30;Affaire; -   € ; 60,00 € ;Eco Plus;Sky Airlines;USA;Pekin;China;Paris;France;19:07:31;19;25/02/2016;0,00;Non;2;12,00;23000,00;Oui;A350;Airbus
106077;Blue;50,00;50-59;F;2009;25,00;21 a 30;Affaire; -   € ; 35,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;01:15:29;1;14/01/2016;4,00;Non;5;12,00;23000,00;Non;B737;Boeing
106078;Silver;52,00;50-59;M;2004;8,00;1 a 10;Affaire; 30,00 € ; 78,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Nice;France;15:31:12;15;13/03/2016;0,00;Non;5;12,00;10000,00;Non;B737;Boeing
106079;Silver;53,00;50-59;F;2008;11,00;1 a 10;Affaire; -   € ; 75,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;16:47:04;16;19/01/2016;0,00;Non;4;12,00;646,00;Non;A330;Airbus
106080;Silver;55,00;50-59;M;2010;24,00;21 a 30;Affaire; 30,00 € ; 15,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;23:56:09;23;10/02/2016;0,00;Non;4;12,00;10000,00;Non;B737;Boeing
106081;Gold;57,00;50-59;M;2008;25,00;21 a 30;Affaire; 10,00 € ; 75,00 € ;Eco Plus;OnlyJets Airlines;Australia;Madrid;Spain;London;United Kingdom;18:47:26;18;01/03/2016;0,00;Non;4;12,00;1074,00;Non;A330;Airbus
106082;Blue;57,00;50-59;M;2008;17,00;11 a 20;Affaire; -   € ; 75,00 € ;Business;Sky Airlines;USA;Sydney;Australia;Nice;France;23:27:55;23;16/01/2016;6,00;Non;5;17,00;10000,00;Non;B737;Boeing
106083;Blue;57,00;50-59;M;2005;1,00;0;Loisir; 60,00 € ; -   € ;Eco;China Airlines;China;Pekin;China;New York;USA;02:42:32;2;21/12/2015;0,00;Non;5;17,00;30000,00;Non;B737;Boeing
106084;Blue;57,00;50-59;M;2012;24,00;21 a 30;Affaire; 7,00 € ; 33,00 € ;Eco;China Airlines;China;Pekin;China;New York;USA;05:10:00;5;07/03/2016;1,00;Non;5;21,00;30000,00;Non;B737;Boeing
106085;Blue;58,00;50-59;F;2005;46,00;41 a 50;Affaire; 10,00 € ; 50,00 € ;Eco Plus;Sky Airlines;USA;Pekin;China;London;United Kingdom;17:12:23;17;21/01/2016;10,00;Non;5;17,00;21000,00;Non;A350;Airbus
106086;Blue;59,00;50-59;M;2004;35,00;31 a 40;Affaire; 8,00 € ; 5,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;05:07:15;5;05/02/2016;13,00;Non;5;12,00;23000,00;Non;B737;Boeing
